field_1,lat,long,Hub distance_HubDist,HubName,HubDist
"38",47.3341,-122.282,,"903075",1.66340252962227
"39",47.5301,-122.18,,"903050",3.72051829896162
"40",47.6145,-122.027,,"903071",3.50520439371086
"41",47.445,-122.347,,"903072",1.54048950412405
"42",47.6848,-122.016,,"903071",2.87239273915874
"43",47.6413,-122.364,,"903076",0.472916541712505
"44",47.4485,-122.175,,"903050",2.65243536148784
"45",47.7443,-121.977,,"903074",0.457836960635528
"46",47.3066,-122.371,,"903075",3.02256928566784
"47",47.6194,-122.151,,"903073",0.958068546749243
"48",47.6796,-122.301,,"903038",1.17193855882332
"49",47.4041,-122.451,,"903023",3.13049975675707
"50",47.4258,-122.322,,"903035",1.94848158028016
"51",47.4934,-122.189,,"903050",1.29910060613631
"52",47.6808,-122.384,,"903027",0.98218157311176
"53",47.6989,-122.369,,"903028",1.59107209914356
"54",47.6571,-122.281,,"903038",1.58328933753361
"55",47.6597,-122.29,,"903038",1.12781283008485
"56",47.3663,-122.114,,"903060",3.9789641004838
"57",47.3663,-122.122,,"10000050",3.89321035125507
"58",47.588,-122.116,,"903073",2.32239107268208
"59",47.5059,-122.149,,"903050",3.30276704168234
"60",47.4336,-122.339,,"903072",2.28827746989239
"61",47.4366,-122.335,,"903072",2.09183531112159
"62",47.4428,-122.344,,"903072",1.66557565274478
"63",47.6765,-122.32,,"903038",0.878195142815983
"64",47.6113,-122.297,,"903041",0.072370016326149
"65",47.5747,-122.304,,"903069",1.37034602303112
"66",47.5815,-122.192,,"903046",1.96348398439982
"67",47.3378,-122.257,,"903045",3.236332991192
"68",47.3621,-122.11,,"903060",3.84515658747367
"69",47.6303,-122.215,,"903052",0.661329515993504
"70",47.6525,-122.16,,"903057",2.71528733589865
"71",47.7362,-122.179,,"903054",1.64213347007311
"72",47.7168,-122.287,,"903040",0.547976937927405
"73",47.3608,-122.036,,"903060",0.960987166763828
"74",47.3511,-122.073,,"903060",2.56875846161683
"75",47.5822,-121.987,,"903061",3.66769653700064
"76",47.6034,-122.125,,"903073",1.18556097680707
"77",47.5636,-122.394,,"903026",0.32944473716096
"78",47.7073,-122.34,,"903028",2.1484375527957
"79",47.342,-122.025,,"903060",2.22991708841462
"80",47.3512,-122.008,,"903060",1.8891482166598
"81",47.349,-122.031,,"903060",1.73459542473681
"82",47.5474,-122.291,,"903069",0.843230604141931
"83",47.4811,-122.149,,"903050",2.76489672549578
"84",47.7264,-122.31,,"903040",0.730606255567918
"85",47.6337,-122.365,,"903076",0.431703284098937
"86",47.2909,-122.189,,"903047",1.42803308974537
"87",47.5228,-122.199,,"903050",3.00732745902357
"88",47.518,-122.194,,"903050",2.72603026859425
"89",47.5394,-122.387,,"903026",1.499875206953
"90",47.2897,-122.372,,"903075",3.56638393732365
"91",47.6506,-122.391,,"903025",0.868478919485708
"92",47.322,-122.351,,"903075",1.97959359191786
"93",47.687,-122.386,,"903027",1.41633587323148
"94",47.687,-122.386,,"903027",1.41633587323148
"95",47.5873,-122.249,,"903046",0.794091940871842
"96",47.3576,-122.277,,"903045",2.60249297193371
"97",47.3036,-122.378,,"903075",3.39760847158825
"98",47.4109,-121.958,,"903060",4.22744537414884
"99",47.4838,-121.714,,"903063",3.30657070450976
"100",47.6415,-122.315,,"903037",1.43011649690951
"101",47.6775,-122.372,,"903027",0.911469324279361
"102",47.7731,-122.08,,"903054",3.80033957943011
"103",47.5814,-122.196,,"903046",1.77665303403604
"104",47.4375,-122.184,,"903050",3.12457137019041
"105",47.4431,-122.133,,"903050",4.32889944512453
"106",47.6878,-122.38,,"903027",1.47137382610678
"107",47.3813,-122.322,,"903035",1.16382030711692
"108",47.7304,-122.082,,"903057",3.88941348403784
"109",47.6417,-122.109,,"903073",1.79622327452399
"110",47.5386,-122.053,,"903061",0.815748372563151
"111",47.6823,-122.349,,"903028",0.413429684542123
"112",47.3624,-122.031,,"903060",0.809615762814316
"113",47.5474,-122.295,,"903069",0.914041026610767
"114",47.3183,-122.253,,"903047",2.17670212103178
"115",47.6981,-122.368,,"903028",1.52165916474786
"116",47.6824,-122.347,,"903028",0.485955279473051
"117",47.5009,-122.248,,"10000051",2.45613583444477
"118",47.4965,-122.303,,"10000051",1.7843695245191
"119",47.587,-122.294,,"903041",1.73646913494569
"120",47.7728,-122.386,,"903029",2.70767808717564
"121",47.7288,-122.226,,"903089",1.74583103643375
"122",47.6999,-122.364,,"903028",1.57689046327828
"123",47.5299,-122.266,,"903069",2.22179033479984
"124",47.6897,-122.098,,"903057",1.89452242265924
"125",47.6141,-122.212,,"903052",0.975603587289346
"126",47.5091,-122.244,,"903050",2.639488388638
"127",47.3129,-122.39,,"903075",3.81896323151329
"128",47.6763,-122.352,,"903028",0.178414141376297
"129",47.5319,-121.85,,"903063",4.22883102268482
"130",47.2761,-122.152,,"903047",3.43236503021118
"131",47.5343,-122.054,,"903061",1.11627977872021
"132",47.697,-122.072,,"903071",2.67393352692912
"133",47.5517,-121.998,,"903061",2.41397928903066
"134",47.6734,-122.38,,"903027",0.490295332539038
"135",47.3257,-122.296,,"903075",0.787043677202955
"136",47.3309,-122.299,,"903075",0.971919199126408
"137",47.7689,-122.266,,"903044",1.26045301616317
"138",47.7135,-122.287,,"903040",0.663701890867581
"139",47.6722,-122.381,,"903027",0.398067474782258
"140",47.6338,-122.358,,"903076",0.196770744303892
"141",47.5707,-122.128,,"903073",3.41830863393549
"142",47.4563,-122.171,,"903050",2.37004004390007
"143",47.7144,-122.351,,"903029",1.94211587817052
"144",47.5495,-122.174,,"903046",3.58911149775034
"145",47.7421,-122.026,,"903074",1.83175971717896
"146",47.6354,-122.353,,"903076",0.191441214964779
"147",47.5262,-121.943,,"903061",5.2532727171588
"148",47.3887,-122.286,,"903035",2.02365490954907
"149",47.6873,-122.336,,"903028",1.09904718377516
"150",47.6838,-122.353,,"903028",0.418298166658273
"151",47.655,-122.359,,"903076",1.28102677881099
"152",47.3255,-122.304,,"903075",0.532080247218762
"153",47.562,-122.162,,"903073",4.27826365922908
"154",47.679,-122.3,,"903038",1.15942705065278
"155",47.4479,-122.176,,"903050",2.65954359070451
"156",47.525,-122.172,,"903050",3.55457776716293
"157",47.3135,-122.369,,"903075",2.83406062495
"158",47.2086,-121.996,,"903096",0.561564431314966
"159",47.4715,-122.118,,"903050",4.25330674384691
"160",47.4877,-122.335,,"903072",1.46499551361808
"161",47.7171,-122.193,,"903089",1.36824828980094
"162",47.6012,-122.023,,"903061",3.73732898117177
"163",47.7319,-122.224,,"903089",1.93164239109182
"164",47.4582,-122.023,,"903060",5.81919330396775
"165",47.7209,-122.168,,"903054",2.39246704081875
"166",47.408,-122.327,,"903035",0.704617768481584
"167",47.565,-122.125,,"903073",3.81878703991329
"168",47.7028,-122.231,,"903089",0.725322726851471
"169",47.7458,-122.331,,"903029",0.8769329922161
"170",47.4776,-122.337,,"903072",0.761101344597739
"171",47.3026,-122.374,,"903075",3.242171332028
"172",47.7658,-122.339,,"903029",1.67903259901853
"173",47.6477,-122.182,,"903052",1.737163369483
"174",47.5619,-122.125,,"903073",4.03248850872416
"175",47.6106,-122.31,,"903041",0.66229520071645
"176",47.5868,-122.308,,"903034",1.5610178293211
"177",47.6101,-122.307,,"903041",0.532226544706959
"178",47.1976,-121.999,,"903096",0.693545883757698
"179",47.7224,-122.358,,"903029",1.44734976409492
"180",47.3505,-122.179,,"10000050",2.38861349458535
"181",47.5384,-122.376,,"903026",1.66564971268503
"182",47.7044,-122.2,,"903089",0.73011716133026
"183",47.3848,-122.039,,"903060",0.851363795148581
"184",47.6993,-122.102,,"903057",1.84831225608516
"185",47.6627,-122.188,,"903051",1.23985586610809
"186",47.3099,-122.379,,"903075",3.33671695211748
"187",47.62,-122.043,,"903071",2.84512366264183
"188",47.65,-122.34,,"903033",1.06143770483329
"189",47.6647,-122.153,,"903057",1.81135319321046
"190",47.726,-122.191,,"903089",1.87750659724663
"191",47.4616,-122.184,,"903050",1.68140611395565
"192",47.5505,-122.219,,"903046",2.27995694544226
"193",47.7606,-122.336,,"903029",1.39382864573447
"194",47.7481,-122.3,,"903044",1.03313775273768
"195",47.2779,-122.347,,"903075",3.32939673020763
"196",47.5511,-122.312,,"903069",1.3405312311138
"197",47.5488,-122.372,,"903026",1.13226540114562
"198",47.5385,-121.911,,"903062",7.60771826388225
"199",47.4058,-121.994,,"903060",2.76551934115118
"200",47.5093,-122.184,,"903050",2.33342217611188
"201",47.3777,-122.165,,"10000050",1.7518290859633
"202",47.675,-122.394,,"903027",0.774705102845807
"203",47.3025,-122.37,,"903075",3.06872921482098
"204",47.4787,-122.158,,"903050",2.34276494239391
"205",47.5378,-122.219,,"903046",3.12647662738249
"206",47.7073,-122.114,,"903057",1.7048542677983
"207",47.5733,-122.381,,"903026",0.904166041100169
"208",47.4604,-122.339,,"903072",0.437478376701311
"209",47.7067,-122.343,,"903028",2.0670816298147
"210",47.354,-122.047,,"903060",1.60151284032701
"211",47.6647,-122.284,,"903038",1.3535867909257
"212",47.6143,-122.017,,"903071",3.76803367025929
"213",47.3185,-122.275,,"903075",1.60430630888943
"214",47.5458,-122.268,,"903069",1.24293604000243
"215",47.4889,-122.299,,"10000051",1.24414128578542
"216",47.5673,-122.21,,"903046",1.50883591078079
"217",47.5133,-122.379,,"903026",3.32899388421311
"218",47.5884,-122.291,,"903041",1.65380914248362
"219",47.7145,-122.367,,"903029",2.10448347431789
"220",47.5836,-122.026,,"903061",2.55845944942528
"221",47.398,-122.299,,"903035",1.31363246233293
"222",47.7663,-122.215,,"903048",1.12290661304285
"223",47.3758,-122.217,,"10000050",0.804336633548117
"224",47.3828,-122.023,,"903060",0.684910973882492
"225",47.5123,-122.373,,"903026",3.44360765316666
"226",47.7076,-122.013,,"903074",2.8127471881289
"227",47.2922,-122.371,,"903075",3.43258244570622
"228",47.4075,-122.214,,"10000050",1.89212297267242
"229",47.6794,-122.034,,"903071",1.99867699989253
"230",47.4497,-122.375,,"903072",2.03452206532021
"231",47.5218,-122.164,,"903050",3.56412909140269
"232",47.3103,-122.339,,"903075",1.51612058067118
"233",47.5687,-121.899,,"903062",5.56437126519216
"234",47.5575,-122.303,,"903069",0.807832671625017
"235",47.6489,-122.183,,"903052",1.78392733488606
"236",47.3459,-121.95,,"903060",4.23043986612105
"237",47.6136,-122.303,,"903041",0.343171146908045
"238",47.7641,-122.023,,"903074",2.17140175446439
"239",47.3376,-122.324,,"903075",1.48393696451958
"240",47.3173,-122.319,,"903075",0.471900962908717
"241",47.5308,-122.376,,"903026",2.16723054530914
"242",47.6727,-122.299,,"903038",0.855892555920035
"243",47.3221,-122.216,,"903047",1.66306380931551
"244",47.6779,-122.353,,"903028",0.0934732948913158
"245",47.3076,-122.395,,"903075",4.10489378653626
"246",47.6338,-122.072,,"903071",1.76031568426867
"247",47.5218,-122.357,,"903026",3.07806214422081
"248",47.2785,-122.213,,"903047",1.36696348390658
"249",47.6846,-122.345,,"903028",0.657401070237303
"250",47.3656,-122.278,,"903045",2.32092787048795
"251",47.4369,-122.111,,"903060",5.76665979731905
"252",47.4616,-121.711,,"903063",3.9454191805137
"253",47.5405,-122.27,,"903069",1.48470628292322
"254",47.3507,-122.178,,"10000050",2.39792130394943
"255",47.6979,-122.32,,"903040",1.81671219924406
"256",47.5278,-122.345,,"903026",3.05585712818432
"257",47.4756,-122.147,,"903050",2.87101049443098
"258",47.4437,-121.772,,"903063",3.25444700057695
"259",47.7048,-122.109,,"903057",1.75796082126456
"260",47.6362,-122.302,,"903037",1.36422353506099
"261",47.4207,-122.29,,"903035",2.34821019071825
"262",47.6154,-122.047,,"903071",3.09270821304408
"263",47.5964,-122.299,,"903041",1.09358915751882
"264",47.4683,-122.438,,"903023",1.68519811842673
"265",47.4045,-122.171,,"10000050",2.15909825667104
"266",47.5544,-122.358,,"903026",1.47735504062759
"267",47.6802,-122.29,,"903038",1.51623634315755
"268",47.2988,-122.371,,"903075",3.21307867010185
"269",47.6312,-122.223,,"903052",1.03295373431029
"270",47.7285,-122.042,,"903074",2.79310556965817
"271",47.7107,-122.352,,"903029",2.19982617053085
"272",47.3271,-122.323,,"903075",0.874542684845722
"273",47.5053,-122.255,,"10000051",2.50295108433935
"274",47.6601,-122.4,,"903027",0.911517584779428
"275",47.4145,-122.166,,"10000050",2.8430198384052
"276",47.4672,-122.165,,"903050",2.19139380850169
"277",47.7618,-122.261,,"903044",1.03985053549851
"278",47.3828,-122.071,,"903060",2.01564991176121
"279",47.5362,-122.268,,"903069",1.78999881449528
"280",47.3954,-122.206,,"10000050",0.988203413915315
"281",47.5048,-122.272,,"10000051",2.15830111699142
"282",47.6166,-122.287,,"903041",0.522853692919201
"283",47.6811,-122.025,,"903071",2.38597771746177
"284",47.7486,-122.23,,"903048",2.3675950709638
"285",47.3846,-122.169,,"10000050",1.56174735902599
"286",47.7564,-122.144,,"903054",0.611800992722903
"287",47.7198,-122.193,,"903089",1.49373737715787
"288",47.5461,-122.151,,"903073",5.20457932645246
"289",47.5712,-122.143,,"903073",3.43166782569355
"290",47.4281,-122.343,,"903035",2.22354792476441
"291",47.7128,-122.223,,"903089",0.667118345026229
"292",47.3341,-122.255,,"903047",3.05038049347655
"293",47.5399,-122.181,,"903050",4.34679521454538
"294",47.5717,-122.375,,"903026",0.951719743768403
"295",47.5951,-122.017,,"903061",3.45684917158582
"296",47.3536,-122.144,,"10000050",3.32777486737807
"297",47.5084,-122.154,,"903050",3.21315505305683
"298",47.5586,-122.311,,"903069",1.17480839062975
"299",47.4427,-122.274,,"10000051",2.23620536114257
"300",47.6053,-122.077,,"903071",3.73854904321496
"301",47.3494,-122.301,,"903075",2.15917082246105
"302",47.6933,-122.393,,"903027",1.9027141986641
"303",47.3537,-122,,"903060",1.99215158066737
"304",47.476,-122.337,,"903072",0.652185195609029
"305",47.6239,-122.298,,"903041",0.820651210682858
"306",47.7776,-122.384,,"903029",2.9187837467326
"307",47.6459,-122.058,,"903071",0.925153628285116
"308",47.6692,-122.297,,"903038",0.808982845687546
"309",47.5376,-122.18,,"903050",4.20936568654951
"310",47.601,-122.294,,"903041",0.772420149107174
"311",47.529,-121.837,,"903063",3.65745524919466
"312",47.6345,-122.367,,"903076",0.498560948693837
"313",47.5503,-122.102,,"903061",2.45255024858976
"314",47.5503,-122.102,,"903061",2.45255024858976
"315",47.4441,-122.125,,"903050",4.6009763562002
"316",47.7357,-122.333,,"903029",0.887240091231842
"317",47.346,-122.157,,"10000050",3.22771032075243
"318",47.6638,-122.345,,"903033",0.699971582987156
"319",47.48,-122.336,,"903072",0.932433286006141
"320",47.6759,-122.151,,"903057",1.07691977092766
"321",47.5162,-122.057,,"903061",2.37289840254193
"322",47.2639,-122.252,,"903047",2.86249668298352
"323",47.2929,-122.371,,"903075",3.40708042397062
"324",47.4957,-122.352,,"903072",2.08498793049331
"325",47.4957,-122.352,,"903072",2.08498793049331
"326",47.7721,-122.093,,"903054",3.20949937761457
"327",47.644,-122.319,,"903038",1.4571920662686
"328",47.472,-122.344,,"903072",0.419740689105078
"329",47.592,-122.166,,"903073",2.55542950751946
"330",47.669,-122.275,,"903038",1.79825428839535
"331",47.42,-122.323,,"903035",1.5450682815935
"332",47.1913,-122.012,,"903096",1.44460469945706
"333",47.6666,-122.331,,"903033",0.199020405741078
"334",47.5639,-122.217,,"903046",1.47594014691972
"335",47.3483,-122.052,,"903060",2.05989816281881
"336",47.7648,-122.164,,"903054",0.7718387334664
"337",47.6794,-122.357,,"903028",0.13942887117203
"338",47.7535,-122.354,,"903029",0.79372140499336
"339",47.4945,-122.22,,"903050",1.16679621579427
"340",47.6945,-122.093,,"903057",2.16021168269931
"341",47.5222,-122.157,,"903050",3.78443881472664
"342",47.7222,-122.32,,"903040",1.04139419176227
"343",47.3796,-122.49,,"903023",4.99661289469907
"344",47.5374,-121.875,,"903063",5.3683701528946
"345",47.4897,-122.24,,"903050",1.65017670629916
"346",47.4897,-122.24,,"903050",1.65017670629916
"347",47.4716,-122.078,,"903061",5.5892103436305
"348",47.3581,-122.173,,"10000050",2.10423303990752
"349",47.7713,-122.307,,"903044",1.82138937976559
"350",47.675,-121.854,,"903062",3.34191876054046
"351",47.5603,-122.222,,"903046",1.59434228994279
"352",47.4147,-122.337,,"903035",1.25809545061579
"353",47.68,-122.353,,"903028",0.172678350193896
"354",47.3117,-122.27,,"903075",1.90073974374635
"355",47.543,-122.28,,"903069",1.14620010851053
"356",47.3607,-122.034,,"903060",0.944548338752399
"357",47.5759,-122.137,,"903073",3.07200276282022
"358",47.6891,-122.159,,"903057",0.951534712778272
"359",47.565,-122.381,,"903026",0.423967013013029
"360",47.6359,-121.974,,"903062",2.93553661716325
"361",47.4769,-122.141,,"903050",3.1439437494916
"362",47.3845,-122.029,,"903060",0.720007684615337
"363",47.6743,-122.184,,"903051",1.03251962641761
"364",47.5651,-122.164,,"903073",4.1124577170337
"365",47.4853,-121.709,,"903063",3.52750991302487
"366",47.4508,-122.359,,"903072",1.42793613659839
"367",47.6375,-122.016,,"903071",2.6724527051194
"368",47.5944,-122.042,,"903061",3.07559677109183
"369",47.4888,-122.182,,"903050",1.37037351888478
"370",47.5112,-122.19,,"903050",2.33376915210455
"371",47.7711,-122.341,,"903029",2.01328417472199
"372",47.7711,-122.341,,"903029",2.01328417472199
"373",47.2813,-122.345,,"903075",3.08094878090049
"374",47.5038,-122.189,,"903050",1.88783192904303
"375",47.5823,-121.97,,"903061",4.33185243394441
"376",47.7164,-122.304,,"903040",0.356704512481758
"377",47.3624,-122.045,,"903060",1.07189879395483
"378",47.6831,-122.329,,"903033",1.33423892989548
"379",47.592,-122.307,,"903041",1.48064446571712
"380",47.7461,-122.195,,"903054",1.87261942223844
"381",47.7268,-122.06,,"903071",4.70937435139517
"382",47.7237,-121.959,,"903074",1.92458058876441
"383",47.6283,-122.095,,"903073",1.75188533660205
"384",47.5543,-122.148,,"903073",4.62206571237092
"385",47.5483,-122.226,,"903046",2.35132344275232
"386",47.7591,-122.146,,"903054",0.591131828130927
"387",47.4612,-122.169,,"903050",2.22947490275822
"388",47.4987,-122.365,,"903072",2.50992860468572
"389",47.772,-122.358,,"903029",2.08032283077393
"390",47.5287,-122.35,,"903026",2.85828966067336
"391",47.6109,-122.114,,"903073",1.00191347694377
"392",47.7736,-121.901,,"903074",4.4819799511529
"393",47.6294,-122.218,,"903052",0.773490627544009
"394",47.5634,-122.213,,"903046",1.61175864659222
"395",47.7405,-122.241,,"903044",1.96696860249575
"396",47.5976,-122.118,,"903073",1.66405541474718
"397",47.5722,-122.129,,"903073",3.31341370462735
"398",47.5644,-122.289,,"903069",0.393671057934235
"399",47.4556,-122.157,,"903050",2.91193991271066
"400",47.6055,-122.305,,"903041",0.620253921475702
"401",47.1775,-122.022,,"903096",2.43224572231234
"402",47.6879,-122.385,,"903027",1.47454111223797
"403",47.4807,-121.779,,"903063",0.690315334475254
"404",47.3845,-122.032,,"903060",0.724591522485437
"405",47.5815,-122.402,,"903026",1.55390857415013
"406",47.6609,-122.344,,"903033",0.683334627868351
"407",47.3163,-122.188,,"903047",1.87415787349964
"408",47.4309,-122.191,,"10000050",3.46041755517063
"409",47.401,-122.026,,"903060",1.86779799474278
"410",47.404,-122.191,,"10000050",1.64590202058942
"411",47.3889,-122.482,,"903023",4.27823723665443
"412",47.7718,-122.095,,"903054",3.11539846908548
"413",47.7067,-122.2,,"903089",0.745524483508831
"414",47.504,-122.227,,"903050",1.90001996989781
"415",47.7015,-122.164,,"903057",1.46400850298041
"416",47.5753,-121.95,,"903062",5.3360348376136
"417",47.7448,-122.333,,"903029",0.770094300254522
"418",47.7318,-121.982,,"903074",0.891249197115614
"419",47.5954,-121.95,,"903062",4.04181474357714
"420",47.6885,-122.337,,"903028",1.11441026070899
"421",47.5724,-122.179,,"903046",2.65364659125487
"422",47.5272,-122.169,,"903050",3.75531872243462
"423",47.4334,-122.161,,"903050",3.8832695034458
"424",47.6073,-122.308,,"903041",0.651406170857492
"425",47.3592,-122.046,,"903060",1.27417132522915
"426",47.4546,-122.337,,"903072",0.845939012626801
"427",47.6408,-122.219,,"903052",1.2673074098112
"428",47.7245,-122.2,,"903089",1.56187423719031
"429",47.4362,-122.178,,"903050",3.31751997406825
"430",47.3739,-122.156,,"10000050",2.21663697891387
"431",47.7205,-122.127,,"903057",2.23921946003731
"432",47.6636,-122.33,,"903033",0.0137675562109057
"433",47.4324,-122.197,,"903050",3.30794311068622
"434",47.7734,-122.224,,"903048",0.63584198313451
"435",47.559,-122.164,,"903073",4.5050679996104
"436",47.633,-122.041,,"903071",2.0715808011197
"437",47.6954,-122.103,,"903057",1.71765105235569
"438",47.6776,-122.318,,"903038",0.921238419925428
"439",47.504,-122.382,,"903072",3.25296802470635
"440",47.2613,-122.255,,"903047",3.09046000999623
"441",47.3417,-122.271,,"903075",2.39756144326767
"442",47.6694,-122.275,,"903038",1.80301932690808
"443",47.4056,-121.955,,"903060",4.13707979561342
"444",47.3838,-122.289,,"903035",2.02832187425434
"445",47.7487,-122.082,,"903054",3.51390691994366
"446",47.5534,-122.078,,"903061",1.3484935512334
"447",47.7355,-122.18,,"903054",1.70904231917404
"448",47.7206,-122.211,,"903089",1.13237319965454
"449",47.7691,-122.262,,"903044",1.37108533647806
"450",47.7183,-122.258,,"903040",1.86685469674134
"451",47.7736,-122.214,,"903048",0.656590678214108
"452",47.362,-122.029,,"903060",0.837197306474565
"453",47.5698,-122.121,,"903073",3.50678616759995
"454",47.5505,-122.221,,"903046",2.25294539325928
"455",47.7605,-122.234,,"903048",1.63482882733946
"456",47.7356,-122.157,,"903054",1.32019839749341
"457",47.3844,-122.438,,"903023",4.58054226637959
"458",47.4904,-122.226,,"903050",1.12121563143551
"459",47.3663,-122.089,,"903060",2.82096041108838
"460",47.5637,-122.123,,"903073",3.91567673663668
"461",47.3759,-122.125,,"10000050",3.63012009395249
"462",47.3912,-122.167,,"10000050",1.7746551721481
"463",47.3305,-122.371,,"903075",3.01854113107236
"464",47.7617,-122.357,,"903029",1.3768688758033
"465",47.6499,-121.909,,"903062",0.250124711931424
"466",47.7311,-122.353,,"903029",0.806528568631609
"467",47.3701,-122.107,,"903060",3.62420915076236
"468",47.4857,-122.318,,"903072",1.65505733830536
"469",47.3724,-122.042,,"903060",0.575315278313319
"470",47.4855,-122.266,,"10000051",1.10487854809087
"471",47.6336,-122.064,,"903071",1.73301289099753
"472",47.717,-122.281,,"903040",0.812524375318373
"473",47.6332,-122.066,,"903071",1.76337540731181
"474",47.5906,-122.062,,"903061",2.85256346142283
"475",47.5461,-121.998,,"903061",2.42819781450888
"476",47.5674,-122.29,,"903069",0.604443731511239
"477",47.6943,-122.29,,"903040",1.7872784953007
"478",47.5486,-122.38,,"903026",0.941137588220393
"479",47.6658,-122.188,,"903051",1.09200107204002
"480",47.5772,-122.153,,"903073",3.1476979105761
"481",47.3875,-122.161,,"10000050",1.9671906329649
"482",47.6344,-122.174,,"903052",1.41710771361158
"483",47.5275,-122.391,,"903026",2.32549101266181
"484",47.6179,-122.005,,"903071",3.93729004931505
"485",47.3078,-122.378,,"903075",3.32026814874284
"486",47.5521,-122.137,,"903073",4.71101450496947
"487",47.5158,-122.264,,"10000051",2.99148313162922
"488",47.5985,-121.977,,"903062",4.54297109018479
"489",47.5645,-122.082,,"903061",1.81112775859837
"490",47.6734,-122.154,,"903057",1.29803862719169
"491",47.4734,-122.186,,"903050",1.11852387855703
"492",47.3811,-122.087,,"903060",2.71815002217356
"493",47.7081,-122.215,,"903089",0.249663737819321
"494",47.7193,-122.216,,"903089",1.02168714579906
"495",47.6192,-122.301,,"903041",0.543409162161522
"496",47.5836,-122.387,,"903026",1.55512257945004
"497",47.3841,-122.284,,"903035",2.22841438373941
"498",47.5872,-122.39,,"903026",1.8055480242575
"499",47.5322,-121.88,,"903063",5.35266400424272
"500",47.5416,-121.864,,"903063",5.16507492404165
"501",47.6799,-122.381,,"903027",0.923643805030892
"502",47.3672,-122.151,,"10000050",2.5830995285441
"503",47.684,-122.205,,"903051",0.561582157591104
"504",47.4404,-122.191,,"903050",2.82929884586266
"505",47.4467,-122.281,,"10000051",1.92141979092194
"506",47.6729,-122.363,,"903028",0.508398195730777
"507",47.5346,-122.385,,"903026",1.83612385580708
"508",47.6454,-122.373,,"903076",0.975720066841746
"509",47.6821,-122.196,,"903051",0.633438766160326
"510",47.7206,-122.11,,"903057",2.55548911042534
"511",47.4877,-122.139,,"903050",3.27827917082069
"512",47.6554,-122.018,,"903071",2.15431024315684
"513",47.7343,-122.347,,"903029",0.574331486545304
"514",47.5789,-122.393,,"903026",1.25173613019051
"515",47.7439,-122.339,,"903029",0.483692644881161
"516",47.3818,-122.225,,"903045",0.470045455581706
"517",47.6734,-122.173,,"903051",1.54951951897367
"518",47.6415,-122.285,,"903041",2.09515115245317
"519",47.4711,-122.084,,"903061",5.69578610960883
"520",47.452,-122.177,,"903050",2.40219380660424
"521",47.4973,-122.221,,"903050",1.3598663944175
"522",47.7546,-122.341,,"903029",0.919479335937238
"523",47.4667,-122.215,,"903050",0.955952755753272
"524",47.5186,-122.374,,"903026",3.00827150360359
"525",47.6221,-122.193,,"903052",0.51884433386152
"526",47.683,-122.039,,"903071",2.04248141419491
"527",47.6033,-121.943,,"903062",3.41017539110573
"528",47.7315,-122.305,,"903040",0.88454253983897
"529",47.6917,-122.084,,"903071",2.46625399738895
"530",47.3608,-122.056,,"903060",1.52754685440084
"531",47.2852,-122.19,,"903047",1.56833062610384
"532",47.5931,-122.071,,"903061",3.13016816515586
"533",47.4097,-122.316,,"903035",0.970630784651934
"534",47.3105,-122.021,,"903060",4.41390137824127
"535",47.4296,-122.161,,"10000050",3.84599707114987
"536",47.7373,-122.197,,"903089",2.42635506682046
