field_1,lat,long,park_distance_HubDist
"135",47.3257,-122.296,0.263877884369363
"136",47.3309,-122.299,0.232809396948881
"137",47.7689,-122.266,0.156509359699923
"138",47.7135,-122.287,0.463353892835407
"139",47.6722,-122.381,0.162962224353698
"140",47.6338,-122.358,0.131388216799643
"141",47.5707,-122.128,0.516170350451152
"142",47.4563,-122.171,0.259351746170527
"143",47.7144,-122.351,0.332472927969823
"144",47.5495,-122.174,0.210347692429635
"145",47.7421,-122.026,0.417053759179877
"146",47.6354,-122.353,0.0629026890341084
"147",47.5262,-121.943,0.427360562357982
"148",47.3887,-122.286,0.602265085597161
"149",47.6873,-122.336,0.248302318123721
"150",47.6838,-122.353,0.471393630501714
"151",47.655,-122.359,0.21715562859834
"152",47.3255,-122.304,0.118631336942302
"153",47.562,-122.162,0.184689547490304
"154",47.679,-122.3,0.352945290511898
"155",47.4479,-122.176,0.496972501762183
"156",47.525,-122.172,0.27482307784243
"157",47.3135,-122.369,0.49626124141176
"158",47.2086,-121.996,0.204450589420782
"159",47.4715,-122.118,0.339784618420762
"160",47.4877,-122.335,0.161583013270144
"161",47.7171,-122.193,0.446071148306628
"162",47.6012,-122.023,0.769946626797191
"163",47.7319,-122.224,0.581217261615351
"164",47.4582,-122.023,0.312091664566347
"165",47.7209,-122.168,0.270676700613179
"166",47.408,-122.327,0.0981783103830342
"167",47.565,-122.125,0.125967810327192
"168",47.7028,-122.231,0.329474652968909
"169",47.7458,-122.331,0.104892738698364
"170",47.4776,-122.337,0.33577331193989
"171",47.3026,-122.374,0.0817091587745546
"172",47.7658,-122.339,0.46250957900917
"173",47.6477,-122.182,0.390264595618247
"174",47.5619,-122.125,0.0835337669268653
"175",47.6106,-122.31,0.175373492023291
"176",47.5868,-122.308,0.192582277673603
"177",47.6101,-122.307,0.135461854647589
"178",47.1976,-121.999,0.286010368939855
"179",47.7224,-122.358,0.324429037233001
"180",47.3505,-122.179,0.169259962882434
"181",47.5384,-122.376,0.158794364158835
"182",47.7044,-122.2,0.134990612964684
"183",47.3848,-122.039,0.19808766363261
"184",47.6993,-122.102,0.254127192971275
"185",47.6627,-122.188,0.417749946569783
"186",47.3099,-122.379,0.347817658758213
"187",47.62,-122.043,0.456153040447808
"188",47.65,-122.34,0.259811841574914
"189",47.6647,-122.153,0.386192247257129
"190",47.726,-122.191,0.103986085200885
"191",47.4616,-122.184,0.297214875503607
"192",47.5505,-122.219,0.23174150126404
"193",47.7606,-122.336,0.115491963623317
"194",47.7481,-122.3,0.117090792190383
"195",47.2779,-122.347,0.285438132488834
"196",47.5511,-122.312,0.162786766398527
"197",47.5488,-122.372,0.438982263051645
"198",47.5385,-121.911,0.237030239006769
"199",47.4058,-121.994,1.43718735921258
"200",47.5093,-122.184,0.244420132369123
"201",47.3777,-122.165,0.0848523470532554
"202",47.675,-122.394,0.19098035326435
"203",47.3025,-122.37,0.19962474722594
"204",47.4787,-122.158,0.472889073049264
"205",47.5378,-122.219,0.206693214648419
"206",47.7073,-122.114,0.481030513565143
"207",47.5733,-122.381,0.390356588756311
"208",47.4604,-122.339,0.0965136548820672
"209",47.7067,-122.343,0.310830071857638
"210",47.354,-122.047,0.922615275168428
"211",47.6647,-122.284,0.184591693891203
"212",47.6143,-122.017,1.00161816265329
"213",47.3185,-122.275,0.379834836271292
"214",47.5458,-122.268,0.439751640857516
"215",47.4889,-122.299,0.10251271681008
"216",47.5673,-122.21,0.357234224399803
"217",47.5133,-122.379,0.364340301647655
"218",47.5884,-122.291,0.1257319157746
"219",47.7145,-122.367,0.147329817344681
"220",47.5836,-122.026,0.626517301967558
"221",47.398,-122.299,0.248318798337961
"222",47.7663,-122.215,0.298932939568786
"223",47.3758,-122.217,0.302700288031758
"224",47.3828,-122.023,0.200753644242519
"225",47.5123,-122.373,0.531942064909931
"226",47.7076,-122.013,1.03375776141006
"227",47.2922,-122.371,0.358448089781284
"228",47.4075,-122.214,0.19224224045293
"229",47.6794,-122.034,0.808402132162158
"230",47.4497,-122.375,0.185279350143142
"231",47.5218,-122.164,0.491161855278146
"232",47.3103,-122.339,0.199041217394758
"233",47.5687,-121.899,0.314742350989636
"234",47.5575,-122.303,0.26891099016926
"235",47.6489,-122.183,0.318524916333592
"236",47.3459,-121.95,0.732785957651601
"237",47.6136,-122.303,0.272871348137437
"238",47.7641,-122.023,1.52430556137166
"239",47.3376,-122.324,0.476305486245052
"240",47.3173,-122.319,0.209927463872294
"241",47.5308,-122.376,0.332324133692445
"242",47.6727,-122.299,0.179734845558553
"243",47.3221,-122.216,0.260690482610632
"244",47.6779,-122.353,0.247376412277039
"245",47.3076,-122.395,0.424680309313892
"246",47.6338,-122.072,0.964816971650378
"247",47.5218,-122.357,0.487376438497245
"248",47.2785,-122.213,0.313829580985964
"249",47.6846,-122.345,0.394325749559354
"250",47.3656,-122.278,0.160135094656969
"251",47.4369,-122.111,0.444689874214499
"252",47.4616,-121.711,1.17458954031893
"253",47.5405,-122.27,0.481124606728302
"254",47.3507,-122.178,0.191864966809607
"255",47.6979,-122.32,0.360496166609056
"256",47.5278,-122.345,0.190924440265627
"257",47.4756,-122.147,0.185168959485177
"258",47.4437,-121.772,0.533650329699317
"259",47.7048,-122.109,0.353166071417183
"260",47.6362,-122.302,0.227767400102161
"261",47.4207,-122.29,0.546225249907257
"262",47.6154,-122.047,0.79220378104857
"263",47.5964,-122.299,0.262708041513859
"264",47.4683,-122.438,1.3097393033458
"265",47.4045,-122.171,0.552296270687913
"266",47.5544,-122.358,0.131304905414855
"267",47.6802,-122.29,0.450097967838242
"268",47.2988,-122.371,0.185773332252153
"269",47.6312,-122.223,0.310259015965486
"270",47.7285,-122.042,0.123751096130111
"271",47.7107,-122.352,0.53100139818989
"272",47.3271,-122.323,0.526260362255228
"273",47.5053,-122.255,0.37052517070625
"274",47.6601,-122.4,0.116021866832617
"275",47.4145,-122.166,0.593490589965369
"276",47.4672,-122.165,0.16763015128721
"277",47.7618,-122.261,0.285639028182151
"278",47.3828,-122.071,0.571301541250875
"279",47.5362,-122.268,0.504950502387148
"280",47.3954,-122.206,0.147298978267906
"281",47.5048,-122.272,0.391590352176195
"282",47.6166,-122.287,0.156447921046136
"283",47.6811,-122.025,0.804443005760013
"284",47.7486,-122.23,0.456243514436469
"285",47.3846,-122.169,0.271120399486659
"286",47.7564,-122.144,0.171605085784513
"287",47.7198,-122.193,0.259549235410022
"288",47.5461,-122.151,0.169677234262879
"289",47.5712,-122.143,0.203349306527389
"290",47.4281,-122.343,0.24414954631163
"291",47.7128,-122.223,0.136055290365474
"292",47.3341,-122.255,0.85238875724637
"293",47.5399,-122.181,0.203045213456848
"294",47.5717,-122.375,0.606014375215513
"295",47.5951,-122.017,0.732630698057372
"296",47.3536,-122.144,0.378424288002009
"297",47.5084,-122.154,0.506466271069319
"298",47.5586,-122.311,0.444274182919488
"299",47.4427,-122.274,0.188920341772482
"300",47.6053,-122.077,1.18325835767453
"301",47.3494,-122.301,0.01329552757236
"302",47.6933,-122.393,0.133983833888746
"303",47.3537,-122,0.302980559339089
"304",47.476,-122.337,0.238922739948257
"305",47.6239,-122.298,0.13322400907382
"306",47.7776,-122.384,0.387162420958862
"307",47.6459,-122.058,0.0695904748681439
"308",47.6692,-122.297,0.322810799315407
"309",47.5376,-122.18,0.0486470796032329
"310",47.601,-122.294,0.13244701565714
"311",47.529,-121.837,0.616976563928398
"312",47.6345,-122.367,0.322874214570415
"313",47.5503,-122.102,0.0544000307027809
"314",47.5503,-122.102,0.0544000307027809
"315",47.4441,-122.125,0.230867010847863
"316",47.7357,-122.333,0.289887576268163
"317",47.346,-122.157,0.619961394938329
"318",47.6638,-122.345,0.347400255374504
"319",47.48,-122.336,0.506925660312493
"320",47.6759,-122.151,0.0845572811737399
"321",47.5162,-122.057,0.207301847741793
"322",47.2639,-122.252,0.208850787320654
"323",47.2929,-122.371,0.405346098035439
"324",47.4957,-122.352,0.0985903576627219
"325",47.4957,-122.352,0.0985903576627219
"326",47.7721,-122.093,1.0022351593243
"327",47.644,-122.319,0.0682480337962201
"328",47.472,-122.344,0.181523731903797
"329",47.592,-122.166,0.309952695594133
"330",47.669,-122.275,0.0323217929682486
"331",47.42,-122.323,0.380830503236462
"332",47.1913,-122.012,0.238257305649405
"333",47.6666,-122.331,0.0969840221471845
"334",47.5639,-122.217,0.0976228407126852
"335",47.3483,-122.052,0.901388886435375
"336",47.7648,-122.164,0.56374891191756
"337",47.6794,-122.357,0.454763462521144
"338",47.7535,-122.354,0.319059646994961
"339",47.4945,-122.22,0.554694662282344
"340",47.6945,-122.093,0.233407876322846
"341",47.5222,-122.157,0.105025657640735
"342",47.7222,-122.32,0.168235287718103
"343",47.3796,-122.49,0.598269099696652
"344",47.5374,-121.875,0.0730171105430254
"345",47.4897,-122.24,0.372978303092121
"346",47.4897,-122.24,0.372978303092121
"347",47.4716,-122.078,0.447765449816826
"348",47.3581,-122.173,0.189587802981596
"349",47.7713,-122.307,0.149463257418367
"350",47.675,-121.854,0.290307498537885
"351",47.5603,-122.222,0.263149231103105
"352",47.4147,-122.337,0.194093303920935
"353",47.68,-122.353,0.283580592383714
"354",47.3117,-122.27,0.858394785148732
"355",47.543,-122.28,0.373671162235349
"356",47.3607,-122.034,0.24550514411599
"357",47.5759,-122.137,0.56631587685299
"358",47.6891,-122.159,0.581873152798957
"359",47.565,-122.381,0.167001894312519
"360",47.6359,-121.974,0.989557498915981
"361",47.4769,-122.141,0.303291671032542
"362",47.3845,-122.029,0.431173954393358
"363",47.6743,-122.184,0.264813511291396
"364",47.5651,-122.164,0.391926875690773
"365",47.4853,-121.709,1.4697019448537
"366",47.4508,-122.359,0.676472262728993
"367",47.6375,-122.016,0.473761336733381
"368",47.5944,-122.042,0.497235239715224
"369",47.4888,-122.182,0.218350479118182
"370",47.5112,-122.19,0.18749138188307
"371",47.7711,-122.341,0.16670868654309
"372",47.7711,-122.341,0.16670868654309
"373",47.2813,-122.345,0.526300094481355
"374",47.5038,-122.189,0.363783406532344
"375",47.5823,-121.97,0.334385905719595
"376",47.7164,-122.304,0.249303292395099
"377",47.3624,-122.045,0.480798948502664
"378",47.6831,-122.329,0.205965995163446
"379",47.592,-122.307,0.0340978245440452
"380",47.7461,-122.195,0.165745261674386
"381",47.7268,-122.06,0.466036978797395
"382",47.7237,-121.959,0.185239364578079
"383",47.6283,-122.095,0.263526910280933
"384",47.5543,-122.148,0.176357434200326
"385",47.5483,-122.226,0.20751075264381
"386",47.7591,-122.146,0.0408522279333865
"387",47.4612,-122.169,0.405418374370051
"388",47.4987,-122.365,0.177350238478371
"389",47.772,-122.358,0.393884471176918
"390",47.5287,-122.35,0.101903889323815
"391",47.6109,-122.114,0.600525125078003
"392",47.7736,-121.901,2.5801542160461
"393",47.6294,-122.218,0.299656116066076
"394",47.5634,-122.213,0.231043810543673
"395",47.7405,-122.241,0.48611513063029
"396",47.5976,-122.118,0.194185992581766
"397",47.5722,-122.129,0.582623626669069
"398",47.5644,-122.289,0.221254494197303
"399",47.4556,-122.157,0.655851314902043
"400",47.6055,-122.305,0.0954477102938587
"401",47.1775,-122.022,0.234941772093585
"402",47.6879,-122.385,0.274699511541087
"403",47.4807,-121.779,0.291662402525563
"404",47.3845,-122.032,0.47347819931566
"405",47.5815,-122.402,0.320314075279158
"406",47.6609,-122.344,0.346698684731172
"407",47.3163,-122.188,0.414045934925927
"408",47.4309,-122.191,0.7707839465737
"409",47.401,-122.026,0.420553885314663
"410",47.404,-122.191,0.484297880983518
"411",47.3889,-122.482,0.701714224946556
"412",47.7718,-122.095,0.961814411417269
"413",47.7067,-122.2,0.111323465462243
"414",47.504,-122.227,0.58920141655827
"415",47.7015,-122.164,0.419073638139483
"416",47.5753,-121.95,0.491210855250311
"417",47.7448,-122.333,0.207756088051068
"418",47.7318,-121.982,0.349103685884778
"419",47.5954,-121.95,0.300151254474822
"420",47.6885,-122.337,0.343212416337658
"421",47.5724,-122.179,0.432428478325051
"422",47.5272,-122.169,0.247553005591083
"423",47.4334,-122.161,0.670556314192303
"424",47.6073,-122.308,0.0834519532540261
"425",47.3592,-122.046,0.630012004671913
"426",47.4546,-122.337,0.317416796902721
"427",47.6408,-122.219,0.181705453035236
"428",47.7245,-122.2,0.328805704609742
"429",47.4362,-122.178,0.192228414315415
"430",47.3739,-122.156,0.313771904886978
"431",47.7205,-122.127,0.699290486445195
"432",47.6636,-122.33,0.117718279243517
"433",47.4324,-122.197,1.04069935360137
"434",47.7734,-122.224,0.267204690370769
"435",47.559,-122.164,0.0487961954932431
"436",47.633,-122.041,0.434481310280439
"437",47.6954,-122.103,0.251921842444712
"438",47.6776,-122.318,0.239569663432151
"439",47.504,-122.382,0.137138395004845
"440",47.2613,-122.255,0.0717170077850472
"441",47.3417,-122.271,0.440724443163749
"442",47.6694,-122.275,0.0563812574000385
"443",47.4056,-121.955,1.18814469295721
"444",47.3838,-122.289,0.243339580145072
"445",47.7487,-122.082,0.52314393385339
"446",47.5534,-122.078,0.255520011152468
"447",47.7355,-122.18,0.125089231434842
"448",47.7206,-122.211,0.419897913811336
"449",47.7691,-122.262,0.11037857163553
"450",47.7183,-122.258,0.704327614021061
"451",47.7736,-122.214,0.339354951527803
"452",47.362,-122.029,0.366499433765098
"453",47.5698,-122.121,0.438015953248423
"454",47.5505,-122.221,0.162334618103333
"455",47.7605,-122.234,0.44664409511808
"456",47.7356,-122.157,0.305603991752966
"457",47.3844,-122.438,0.316765650295113
"458",47.4904,-122.226,0.312213831394148
"459",47.3663,-122.089,0.127636182029679
"460",47.5637,-122.123,0.14757169890705
"461",47.3759,-122.125,0.110217506284992
"462",47.3912,-122.167,0.605422934880517
"463",47.3305,-122.371,0.250064331441083
"464",47.7617,-122.357,0.518157492649435
"465",47.6499,-121.909,0.160584890077989
"466",47.7311,-122.353,0.190707291032566
"467",47.3701,-122.107,0.282182707508109
"468",47.4857,-122.318,0.481189094389548
"469",47.3724,-122.042,0.273329213749368
"470",47.4855,-122.266,0.116429743266066
"471",47.6336,-122.064,0.669228133784313
"472",47.717,-122.281,0.140821555534059
"473",47.6332,-122.066,0.705356552508341
"474",47.5906,-122.062,0.509098087998823
"475",47.5461,-121.998,0.238387658090545
"476",47.5674,-122.29,0.152353893995456
"477",47.6943,-122.29,0.327690972356941
"478",47.5486,-122.38,0.376642890575713
"479",47.6658,-122.188,0.217106213855179
"480",47.5772,-122.153,0.45105852160636
"481",47.3875,-122.161,0.513986380135175
"482",47.6344,-122.174,0.208967318730664
"483",47.5275,-122.391,0.358018910345856
"484",47.6179,-122.005,0.591285778525866
"485",47.3078,-122.378,0.239725307783778
"486",47.5521,-122.137,0.108550722669969
"487",47.5158,-122.264,0.220067173605393
"488",47.5985,-121.977,0.374837192007372
"489",47.5645,-122.082,0.310467753321181
"490",47.6734,-122.154,0.251577099485407
"491",47.4734,-122.186,0.294960016350084
"492",47.3811,-122.087,0.686189582732347
"493",47.7081,-122.215,0.136070289881744
"494",47.7193,-122.216,0.472639596945862
"495",47.6192,-122.301,0.130627674651092
"496",47.5836,-122.387,0.141683125448023
"497",47.3841,-122.284,0.364261575713634
"498",47.5872,-122.39,0.188335175367911
"499",47.5322,-121.88,0.0640422539678542
"500",47.5416,-121.864,0.0333865651040017
"501",47.6799,-122.381,0.0595547832715454
"502",47.3672,-122.151,0.221956148050604
"503",47.684,-122.205,0.132249973948401
"504",47.4404,-122.191,0.849224033926101
"505",47.4467,-122.281,0.613058530923723
"506",47.6729,-122.363,0.290957437175251
"507",47.5346,-122.385,0.323070885796293
"508",47.6454,-122.373,0.323046046578232
"509",47.6821,-122.196,0.360582665361157
"510",47.7206,-122.11,0.717733822045094
"511",47.4877,-122.139,0.222999180670456
"512",47.6554,-122.018,0.543264467975515
"513",47.7343,-122.347,0.181274587338904
"514",47.5789,-122.393,0.195416021509546
"515",47.7439,-122.339,0.36538375816143
"516",47.3818,-122.225,0.149059219457344
"517",47.6734,-122.173,0.297354687692
"518",47.6415,-122.285,0.447068060175507
"519",47.4711,-122.084,0.401668973044966
"520",47.452,-122.177,0.4301940159714
"521",47.4973,-122.221,0.546176125190353
"522",47.7546,-122.341,0.226187981127109
"523",47.4667,-122.215,0.426721341331568
"524",47.5186,-122.374,0.247547025216623
"525",47.6221,-122.193,0.0977301032865455
"526",47.683,-122.039,0.609369734827807
"527",47.6033,-121.943,0.810253849435398
"528",47.7315,-122.305,0.486426740764984
"529",47.6917,-122.084,0.278510914718757
"530",47.3608,-122.056,0.981452769443454
"531",47.2852,-122.19,0.395144449853202
"532",47.5931,-122.071,0.618402520377153
"533",47.4097,-122.316,0.302764614061176
"534",47.3105,-122.021,0.18417954820647
"535",47.4296,-122.161,0.537123805140341
"536",47.7373,-122.197,0.45155531253339
"537",47.6582,-122.345,0.247545941621608
"538",47.3577,-122.16,0.0451589319705744
"539",47.449,-122.205,0.667531792277144
"540",47.4169,-122.348,0.442033438505687
"541",47.5025,-122.186,0.202722245805549
"542",47.3644,-122.28,0.336080823038708
"543",47.5896,-122.009,0.236858535247475
"544",47.3914,-122.169,0.566306283785126
"545",47.7197,-122.131,0.567281547069644
"546",47.5623,-122.116,0.0982417739656903
"547",47.5213,-122.357,0.462382379154669
"548",47.4518,-122.16,0.293514399163382
"549",47.4949,-122.3,0.334784319525235
"550",47.5885,-122.248,0.126476125198494
"551",47.6452,-122.411,0.33325825853446
"552",47.749,-122.305,0.205254417209372
"553",47.4727,-122.198,0.127898706173226
"554",47.7403,-122.256,0.631286061604027
"555",47.5146,-122.117,0.845193546289372
"556",47.5666,-122.231,0.473882743034405
"557",47.4339,-122.291,0.414884709905676
"558",47.6368,-122.097,0.348791359207722
"559",47.3628,-122.075,0.311010718586515
"560",47.52,-121.845,0.739601865546442
"561",47.2953,-122.083,1.074586523227
"562",47.6935,-122.352,0.0705251601097091
"563",47.6239,-122.023,1.13909688878088
"564",47.5846,-122.168,0.418023162801994
"565",47.6969,-122.026,0.315020620511401
"566",47.505,-122.259,0.46941612572759
"567",47.667,-122.289,0.341571310662811
"568",47.6376,-122.353,0.0906019345550913
"569",47.6929,-121.87,0.347091565743956
"570",47.3572,-122.015,0.317106882243097
"571",47.5816,-121.97,0.33650886873051
"572",47.5502,-122.311,0.172907380448328
"573",47.6136,-122.299,0.238638635741905
"574",47.4478,-122.161,0.277787038422716
"575",47.4219,-122.007,0.330530559348045
"576",47.3521,-122.212,0.116645142397257
"577",47.7466,-122.029,0.554287637927728
"578",47.7727,-122.229,0.262121212591712
"579",47.3062,-122.371,0.108399701055625
"580",47.5422,-121.86,0.0982302099879386
"581",47.3366,-122.306,0.166825747388513
"582",47.573,-122.409,0.200752190631772
"583",47.7258,-122.177,0.559908684095462
"584",47.4025,-122.176,0.478052685440137
"585",47.476,-121.755,0.385490721753615
"586",47.6045,-122.307,0.146794721470542
"587",47.6366,-122.058,0.456745227258232
"588",47.3725,-122.06,0.159032063489178
"589",47.5897,-122.292,0.0347227341696147
"590",47.6277,-121.972,0.421311050613119
"591",47.1803,-121.974,0.190373050924198
"592",47.4489,-122.188,0.859115204530518
"593",47.3665,-122.017,0.317143714519222
"594",47.4964,-122.251,0.293003794620999
"595",47.492,-122.317,0.211658407465514
"596",47.5496,-122.373,0.458933611956867
"597",47.5008,-121.776,0.339111500683458
"598",47.2846,-122.341,0.756032205815686
"599",47.5494,-122.216,0.22572492312223
"600",47.7123,-122.027,0.37898852531725
"601",47.3131,-122.115,1.19925078307226
"602",47.3122,-121.996,0.411740278912887
"603",47.6947,-122.125,0.113058178853929
"604",47.5665,-122.018,0.414246075343817
"605",47.425,-122.283,0.549476190872188
"606",47.6634,-122.34,0.355573092506942
"607",47.7047,-122.373,0.407469663043949
"608",47.3666,-122.084,0.287340858022044
"609",47.7466,-122.242,0.529768618104255
"610",47.6972,-122.35,0.288465745165848
"611",47.6372,-122.395,0.0121898393263105
"612",47.5694,-122.001,0.144102366333789
"613",47.6214,-122.024,1.30825774745448
"614",47.3961,-122.188,0.257681714269058
"615",47.7162,-122.309,0.143827350314352
"616",47.6844,-122.113,0.262629618151192
"617",47.5737,-122.018,0.43124330499147
"618",47.4474,-121.771,0.785549730751285
"619",47.3128,-122.184,0.375480191761854
"620",47.4022,-122.171,0.565776813590804
"621",47.5671,-122.391,0.18013077910997
"622",47.2876,-122.212,0.236591831986771
"623",47.682,-122.372,0.213933223949971
"624",47.7125,-122.331,0.340931200931968
"625",47.496,-122.239,0.191808727235131
"626",47.5876,-122.309,0.132464290344001
"627",47.6821,-122.273,0.395347876521752
"628",47.6581,-122.396,0.254324186165536
"629",47.3496,-122.094,0.899033488221383
"630",47.1951,-122.001,0.191606299713629
"631",47.6539,-122.396,0.147537296350404
"632",47.5375,-122.178,0.0960001663742737
"633",47.7605,-122.267,0.239177868925924
"634",47.6663,-122.326,0.239761249419919
"635",47.6978,-122.13,0.227169232563803
"636",47.3221,-122.215,0.304501498865815
"637",47.4488,-122.275,0.350582604783836
"638",47.2681,-122.31,0.370279143357657
"639",47.5821,-122.39,0.289291014447171
"640",47.5395,-122.39,0.214499707152139
"641",47.336,-122.269,0.440299782750771
"642",47.7679,-122.261,0.0418105577245046
"643",47.5818,-122.402,0.340840305498543
"644",47.5317,-121.853,0.0710535439426807
"645",47.3647,-122.05,0.686897104810314
"646",47.5338,-122.384,0.344854782586742
"647",47.6681,-122.305,0.062133661056392
"648",47.4152,-122.3,0.361451435361807
"649",47.5044,-122.35,0.268409985629103
"650",47.4793,-122.346,0.0930147781738022
"651",47.7627,-122.076,0.645833945903814
"652",47.5193,-122.274,0.279804647094977
"653",47.555,-122.379,0.0982919828023873
"654",47.526,-121.826,0.21377120412086
"655",47.655,-122.124,0.279779163169461
"656",47.7022,-122.224,0.599211665789304
"657",47.6718,-122.267,0.391666445235668
"658",47.6327,-122.109,0.155192655564494
"659",47.6245,-122.198,0.215800380318806
"660",47.4761,-121.758,0.508256164740649
"661",47.5221,-122.045,0.483090445611779
"662",47.7522,-122.278,0.165746847464645
"663",47.7145,-122.311,0.131345592508188
"664",47.7404,-122.11,0.66293284174629
