field_1,lat,long,park_distance_Hub distance_HubDist,park_distance_HubDist,HubName,HubDist
"37",47.6702,-122.362,,0.100294276669618,"883",4.18417460115887
"38",47.3341,-122.282,,0.29938733882501,"1063",5.9186482367957
"39",47.5301,-122.18,,0.475928019498824,"1214",2.46374634100447
"40",47.6145,-122.027,,1.04752205233865,"1364",4.80948109381693
"41",47.445,-122.347,,0.0532861610552829,"207",6.38053389946234
"42",47.6848,-122.016,,0.938858314026338,"1364",4.70333546839911
"43",47.6413,-122.364,,0.122906504456149,"883",2.68437086600434
"44",47.4485,-122.175,,0.436063730212996,"1064",4.44267964537741
"45",47.7443,-121.977,,0.0885981408457924,"1364",8.5767668067262
"46",47.3066,-122.371,,0.0996890335402603,"1063",10.4663939874619
"47",47.6194,-122.151,,0.253743089470534,"1182",2.2973936382472
"48",47.6796,-122.301,,0.265521280431102,"814",3.05935756375442
"49",47.4041,-122.451,,0.494590325769185,"207",9.14905452983112
"50",47.4258,-122.322,,0.415880886975689,"692",8.69126943194475
"51",47.4934,-122.189,,0.317387616106725,"1214",4.9584559475041
"52",47.6808,-122.384,,0.123913486642245,"883",5.34696515346158
"53",47.6989,-122.369,,0.542218127154437,"883",6.11736214533421
"54",47.6571,-122.281,,0.168290515475368,"814",1.63658089427146
"55",47.6597,-122.29,,0.445411733612262,"814",1.69153599678405
"56",47.3663,-122.114,,0.496772306368713,"1064",3.10709723325635
"57",47.3663,-122.122,,0.682133900563765,"1064",2.76669500820003
"58",47.588,-122.116,,0.318361023250627,"1364",4.80256538870906
"59",47.5059,-122.149,,0.473905366787846,"1214",4.5127848133325
"60",47.4336,-122.339,,0.318575596191248,"207",7.25053397280028
"61",47.4366,-122.335,,0.358702682317097,"207",7.13120002361437
"62",47.4428,-122.344,,0.16749780218061,"207",6.57334013914424
"63",47.6765,-122.32,,0.125181949544231,"814",3.05867558940464
"64",47.6113,-122.297,,0.210543726286337,"813",1.15602908501116
"65",47.5747,-122.304,,0.30116001300085,"692",1.79093336185797
"66",47.5815,-122.192,,0.303954216350512,"1183",0.508290701999113
"67",47.3378,-122.257,,1.08566894500238,"1063",4.83290603960939
"68",47.3621,-122.11,,0.61862578166562,"1064",3.40024059680197
"69",47.6303,-122.215,,0.0817724118775892,"903",1.52282232252892
"70",47.6525,-122.16,,0.388577950589689,"1363",1.90166439903597
"71",47.7362,-122.179,,0.134161934057647,"2055",3.15806461752872
"72",47.7168,-122.287,,0.367196860384748,"2056",1.76458218872083
"73",47.3608,-122.036,,0.249698092552817,"1064",6.70885669686292
"74",47.3511,-122.073,,0.783128159024224,"1064",5.29435966042045
"75",47.5822,-121.987,,0.499351347288241,"1844",7.02121920267809
"76",47.6034,-122.125,,0.16709047472773,"1363",3.78441810050355
"77",47.5636,-122.394,,0.150348827852418,"207",2.24194914757333
"78",47.7073,-122.34,,0.195118380791127,"814",5.3815876617696
"79",47.342,-122.025,,0.338169979770685,"1064",7.60917785100625
"80",47.3512,-122.008,,0.170513553288682,"1064",8.15118768555647
"81",47.349,-122.031,,0.64344239417629,"1064",7.17138493577689
"82",47.5474,-122.291,,0.427753263608628,"692",1.4512699314303
"83",47.4811,-122.149,,0.230174615947017,"1214",6.11012156619573
"84",47.7264,-122.31,,0.38098095652615,"2056",2.55233279006631
"85",47.6337,-122.365,,0.26952048071322,"883",2.43272654829314
"86",47.2909,-122.189,,0.201505559195208,"1063",6.39720669431834
"87",47.5228,-122.199,,0.450484711017098,"1214",2.96055424171261
"88",47.518,-122.194,,0.0913863518101037,"1214",3.26558024998336
"89",47.5394,-122.387,,0.260860330422147,"207",0.70751184549418
"90",47.2897,-122.372,,0.300816921589859,"1063",11.1421235064699
"91",47.6506,-122.391,,0.311520372786076,"883",4.08006997684651
"92",47.322,-122.351,,0.0980767064663509,"1063",9.12786950492635
"93",47.687,-122.386,,0.237819597362459,"883",5.7551474647742
"94",47.687,-122.386,,0.237819597362459,"883",5.7551474647742
"95",47.5873,-122.249,,0.0499132188599257,"1172",1.12197265977762
"96",47.3576,-122.277,,0.599755834113295,"1063",4.94103385239809
"97",47.3036,-122.378,,0.243187850833946,"1063",10.8549893134697
"98",47.4109,-121.958,,0.803677649342378,"1920",8.7765552474489
"99",47.4838,-121.714,,1.21462972697195,"1986",3.44237970600257
"100",47.6415,-122.315,,0.18962106176064,"814",1.00790309020375
"101",47.6775,-122.372,,0.120460870568427,"883",4.85324217449378
"102",47.7731,-122.08,,0.801068692855405,"1364",8.10659205687322
"103",47.5814,-122.196,,0.171077416652441,"1183",0.630398636989264
"104",47.4375,-122.184,,0.48009875771083,"1064",3.70821825200963
"105",47.4431,-122.133,,0.595557827359477,"1064",4.51598443107541
"106",47.6878,-122.38,,0.296665985253177,"883",5.65588334319327
"107",47.3813,-122.322,,0.361016537078706,"1063",6.72441933647288
"108",47.7304,-122.082,,0.62249525056466,"1364",5.19505114231356
"109",47.6417,-122.109,,0.265243369113274,"1364",1.07949104216302
"110",47.5386,-122.053,,0.347015353530898,"1364",8.59782686756845
"111",47.6823,-122.349,,0.303814715833916,"814",4.09090226653929
"112",47.3624,-122.031,,0.203686111793446,"1064",6.91181393077452
"113",47.5474,-122.295,,0.376279670399095,"692",1.26852248483016
"114",47.3183,-122.253,,0.108402961858497,"1063",5.68230305502813
"115",47.6981,-122.368,,0.470080157678918,"883",6.04853715486613
"116",47.6824,-122.347,,0.30635036345265,"814",4.0399610920795
"117",47.5009,-122.248,,0.357546949566187,"703",3.72967052803819
"118",47.4965,-122.303,,0.46167791502999,"692",3.90314493244563
"119",47.587,-122.294,,0.0725633445694702,"883",2.38294640498171
"120",47.7728,-122.386,,0.0458953465809783,"2056",6.71785726998012
"121",47.7288,-122.226,,0.553015193824368,"2055",0.912312438067936
"122",47.6999,-122.364,,0.411719182650013,"814",5.48394567895824
"123",47.5299,-122.266,,0.157797181128576,"703",1.84198182172259
"124",47.6897,-122.098,,0.265394473134973,"1364",2.28747474889985
"125",47.6141,-122.212,,0.126888970544931,"1172",1.6942386621522
"126",47.5091,-122.244,,0.15741615565535,"703",3.18056283861352
"127",47.3129,-122.39,,0.643415102781358,"207",15.0819404305241
"128",47.6763,-122.352,,0.232173700580544,"883",4.37387473277301
"129",47.5319,-121.85,,0.0890759175016786,"1844",0.422803276631875
"130",47.2761,-122.152,,0.0993018348479222,"1063",7.50695419241852
"131",47.5343,-122.054,,0.459208509155267,"1364",8.86821622867481
"132",47.697,-122.072,,0.451467587255349,"1364",3.22046112236219
"133",47.5517,-121.998,,0.171831343796395,"1844",6.70307892150609
"134",47.6734,-122.38,,0.0681952344514889,"883",4.8218884520379
"135",47.3257,-122.296,,0.263877884369363,"1063",6.79088797368182
"136",47.3309,-122.299,,0.232809396948881,"1063",6.70500017410721
"137",47.7689,-122.266,,0.156509359699923,"2056",2.65083057946306
"138",47.7135,-122.287,,0.463353892835407,"2056",1.90220380836635
"139",47.6722,-122.381,,0.162962224353698,"883",4.78322995664374
"140",47.6338,-122.358,,0.131388216799643,"883",2.15412916942154
"141",47.5707,-122.128,,0.516170350451152,"1183",2.97433942274768
"142",47.4563,-122.171,,0.259351746170527,"1064",4.98461490631012
"143",47.7144,-122.351,,0.332472927969823,"814",6.03918937000026
"144",47.5495,-122.174,,0.210347692429635,"1214",1.30405774786705
"145",47.7421,-122.026,,0.417053759179877,"1364",7.00081530146496
"146",47.6354,-122.353,,0.0629026890341084,"883",2.02866879481671
"147",47.5262,-121.943,,0.427360562357982,"1844",3.96416614821495
"148",47.3887,-122.286,,0.602265085597161,"1063",5.04770505383064
"149",47.6873,-122.336,,0.248302318123721,"814",4.05185882722669
"150",47.6838,-122.353,,0.471393630501714,"883",4.87738759285911
"151",47.655,-122.359,,0.21715562859834,"883",3.21758260375673
"152",47.3255,-122.304,,0.118631336942302,"1063",7.10655373429601
"153",47.562,-122.162,,0.184689547490304,"1214",1.30634888469526
"154",47.679,-122.3,,0.352945290511898,"814",3.0143328159167
"155",47.4479,-122.176,,0.496972501762183,"1064",4.40160565822685
"156",47.525,-122.172,,0.27482307784243,"1214",2.89407300339485
"157",47.3135,-122.369,,0.49626124141176,"1063",10.150273047548
"158",47.2086,-121.996,,0.204450589420782,"1064",14.7550313031192
"159",47.4715,-122.118,,0.339784618420762,"1064",6.59222716449786
"160",47.4877,-122.335,,0.161583013270144,"692",4.46057154663445
"161",47.7171,-122.193,,0.446071148306628,"2055",2.54149068708538
"162",47.6012,-122.023,,0.769946626797191,"1364",5.55578932224059
"163",47.7319,-122.224,,0.581217261615351,"2055",1.05037610247745
"164",47.4582,-122.023,,0.312091664566347,"1064",8.76137653292177
"165",47.7209,-122.168,,0.270676700613179,"2055",3.6354167502552
"166",47.408,-122.327,,0.0981783103830342,"207",9.10292883530247
"167",47.565,-122.125,,0.125967810327192,"1214",3.01787968929335
"168",47.7028,-122.231,,0.329474652968909,"2055",1.81432313030088
"169",47.7458,-122.331,,0.104892738698364,"2056",3.65199004291779
"170",47.4776,-122.337,,0.33577331193989,"692",5.16455224692861
"171",47.3026,-122.374,,0.0817091587745546,"1063",10.7292810983421
"172",47.7658,-122.339,,0.46250957900917,"2056",4.55964964593933
"173",47.6477,-122.182,,0.390264595618247,"1182",3.59728340440108
"174",47.5619,-122.125,,0.0835337669268653,"1214",3.02640179673646
"175",47.6106,-122.31,,0.175373492023291,"883",0.615077369730776
"176",47.5868,-122.308,,0.192582277673603,"883",2.15115511033455
"177",47.6101,-122.307,,0.135461854647589,"883",0.741177005379865
"178",47.1976,-121.999,,0.286010368939855,"1064",15.3097605301554
"179",47.7224,-122.358,,0.324429037233001,"2056",4.80689360645101
"180",47.3505,-122.179,,0.169259962882434,"1063",2.26168329945979
"181",47.5384,-122.376,,0.158794364158835,"207",1.06101166031717
"182",47.7044,-122.2,,0.134990612964684,"2055",2.6390828416695
"183",47.3848,-122.039,,0.19808766363261,"1064",6.36924158926743
"184",47.6993,-122.102,,0.254127192971275,"1364",2.91496533592088
"185",47.6627,-122.188,,0.417749946569783,"1182",4.63143747195397
"186",47.3099,-122.379,,0.347817658758213,"1063",10.6818483785998
"187",47.62,-122.043,,0.456153040447808,"1364",3.9897602051806
"188",47.65,-122.34,,0.259811841574914,"883",2.47850991215684
"189",47.6647,-122.153,,0.386192247257129,"1363",1.60198450162575
"190",47.726,-122.191,,0.103986085200885,"2055",2.53837190257112
"191",47.4616,-122.184,,0.297214875503607,"1064",5.36523030842249
"192",47.5505,-122.219,,0.23174150126404,"1171",2.24216380983558
"193",47.7606,-122.336,,0.115491963623317,"2056",4.25863909313899
"194",47.7481,-122.3,,0.117090792190383,"2056",2.37295889309633
"195",47.2779,-122.347,,0.285438132488834,"1063",10.7436125952345
"196",47.5511,-122.312,,0.162786766398527,"692",0.441036379807052
"197",47.5488,-122.372,,0.438982263051645,"207",1.65658558271895
"198",47.5385,-121.911,,0.237030239006769,"1844",2.53296386860838
"199",47.4058,-121.994,,1.43718735921258,"1064",8.60917833282913
"200",47.5093,-122.184,,0.244420132369123,"1214",3.8686448537454
"201",47.3777,-122.165,,0.0848523470532554,"1064",0.640521505809919
"202",47.675,-122.394,,0.19098035326435,"883",5.31655055836366
"203",47.3025,-122.37,,0.19962474722594,"1063",10.5728579890397
"204",47.4787,-122.158,,0.472889073049264,"1214",6.15357813245988
"205",47.5378,-122.219,,0.206693214648419,"703",1.94017116045389
"206",47.7073,-122.114,,0.481030513565143,"1363",3.41246587071101
"207",47.5733,-122.381,,0.390356588756311,"207",2.99361176592934
"208",47.4604,-122.339,,0.0965136548820672,"207",5.57075237369778
"209",47.7067,-122.343,,0.310830071857638,"814",5.39954216373036
"210",47.354,-122.047,,0.922615275168428,"1064",6.3479230715456
"211",47.6647,-122.284,,0.184591693891203,"814",2.08674077237984
"212",47.6143,-122.017,,1.00161816265329,"1364",5.19353308368294
"213",47.3185,-122.275,,0.379834836271292,"1063",6.35893782538849
"214",47.5458,-122.268,,0.439751640857516,"703",0.97397749456499
"215",47.4889,-122.299,,0.10251271681008,"692",4.45706046395126
"216",47.5673,-122.21,,0.357234224399803,"1214",0.967814531109955
"217",47.5133,-122.379,,0.364340301647655,"207",1.46938835149304
"218",47.5884,-122.291,,0.1257319157746,"813",2.74604478864303
"219",47.7145,-122.367,,0.147329817344681,"814",6.40177194787495
"220",47.5836,-122.026,,0.626517301967558,"1364",6.37827905316811
"221",47.398,-122.299,,0.248318798337961,"1063",5.73442216792197
"222",47.7663,-122.215,,0.298932939568786,"2055",3.05135965019925
"223",47.3758,-122.217,,0.302700288031758,"1063",1.86853162063485
"224",47.3828,-122.023,,0.200753644242519,"1064",7.12058832357204
"225",47.5123,-122.373,,0.531942064909931,"207",1.69129127171098
"226",47.7076,-122.013,,1.03375776141006,"1364",5.63915734820446
"227",47.2922,-122.371,,0.358448089781284,"1063",11.0041168087609
"228",47.4075,-122.214,,0.19224224045293,"1063",2.35563539434399
"229",47.6794,-122.034,,0.808402132162158,"1364",3.78442667572634
"230",47.4497,-122.375,,0.185279350143142,"207",5.71410672067212
"231",47.5218,-122.164,,0.491161855278146,"1214",3.22580707172071
"232",47.3103,-122.339,,0.199041217394758,"1063",9.05684816040793
"233",47.5687,-121.899,,0.314742350989636,"1844",3.29456832954695
"234",47.5575,-122.303,,0.26891099016926,"692",0.95200340681242
"235",47.6489,-122.183,,0.318524916333592,"1182",3.67834446336627
"236",47.3459,-121.95,,0.732785957651601,"1920",12.4327067895232
"237",47.6136,-122.303,,0.272871348137437,"813",1.05072971340576
"238",47.7641,-122.023,,1.52430556137166,"1364",8.37933193796122
"239",47.3376,-122.324,,0.476305486245052,"1063",7.513261435315
"240",47.3173,-122.319,,0.209927463872294,"1063",8.00806218903602
"241",47.5308,-122.376,,0.332324133692445,"207",0.936760772510058
"242",47.6727,-122.299,,0.179734845558553,"814",2.57689819201677
"243",47.3221,-122.216,,0.260690482610632,"1063",4.5719525957292
"244",47.6779,-122.353,,0.247376412277039,"883",4.49376025808609
"245",47.3076,-122.395,,0.424680309313892,"207",15.4455132615719
"246",47.6338,-122.072,,0.964816971650378,"1364",2.34474611280863
"247",47.5218,-122.357,,0.487376438497245,"207",1.9370654473436
"248",47.2785,-122.213,,0.313829580985964,"1063",7.41257738950119
"249",47.6846,-122.345,,0.394325749559354,"814",4.1094984524821
"250",47.3656,-122.278,,0.160135094656969,"1063",4.8159555724452
"251",47.4369,-122.111,,0.444689874214499,"1064",4.71125575815476
"252",47.4616,-121.711,,1.17458954031893,"1986",2.18499225178454
"253",47.5405,-122.27,,0.481124606728302,"703",1.29917484837722
"254",47.3507,-122.178,,0.191864966809607,"1063",2.24807710989144
"255",47.6979,-122.32,,0.360496166609056,"814",4.4631728338475
"256",47.5278,-122.345,,0.190924440265627,"692",1.98083969147085
"257",47.4756,-122.147,,0.185168959485177,"1064",6.44741217309734
"258",47.4437,-121.772,,0.533650329699317,"1986",1.50412304379446
"259",47.7048,-122.109,,0.353166071417183,"1364",3.28069868635355
"260",47.6362,-122.302,,0.227767400102161,"814",0.315102520856873
"261",47.4207,-122.29,,0.546225249907257,"1063",5.82603195257393
"262",47.6154,-122.047,,0.79220378104857,"1364",4.06889628022632
"263",47.5964,-122.299,,0.262708041513859,"883",1.70669128450903
"264",47.4683,-122.438,,1.3097393033458,"207",4.76785016682731
"265",47.4045,-122.171,,0.552296270687913,"1064",1.41395693744471
"266",47.5544,-122.358,,0.131304905414855,"692",1.72259585553516
"267",47.6802,-122.29,,0.450097967838242,"814",3.09938837392715
"268",47.2988,-122.371,,0.185773332252153,"1063",10.7495753047928
"269",47.6312,-122.223,,0.310259015965486,"903",1.32881789600641
"270",47.7285,-122.042,,0.123751096130111,"1364",5.8072362525538
"271",47.7107,-122.352,,0.53100139818989,"814",5.8305092330767
"272",47.3271,-122.323,,0.526260362255228,"1063",7.80513827439561
"273",47.5053,-122.255,,0.37052517070625,"703",3.4239014985224
"274",47.6601,-122.4,,0.116021866832617,"883",4.80816747773381
"275",47.4145,-122.166,,0.593490589965369,"1064",2.13364141909721
"276",47.4672,-122.165,,0.16763015128721,"1064",5.75271097538625
"277",47.7618,-122.261,,0.285639028182151,"2056",2.13086670773378
"278",47.3828,-122.071,,0.571301541250875,"1064",4.86873907816011
"279",47.5362,-122.268,,0.504950502387148,"703",1.48830861661991
"280",47.3954,-122.206,,0.147298978267906,"1063",1.53118885322294
"281",47.5048,-122.272,,0.391590352176195,"703",3.58009078853411
"282",47.6166,-122.287,,0.156447921046136,"813",0.889764079717733
"283",47.6811,-122.025,,0.804443005760013,"1364",4.21652541452731
"284",47.7486,-122.23,,0.456243514436469,"2055",1.64460521030108
"285",47.3846,-122.169,,0.271120399486659,"1064",0.271120399486659
"286",47.7564,-122.144,,0.171605085784513,"1363",6.88352093930554
"287",47.7198,-122.193,,0.259549235410022,"2055",2.4967168512157
"288",47.5461,-122.151,,0.169677234262879,"1214",2.23271460262161
"289",47.5712,-122.143,,0.203349306527389,"1183",2.33023834762754
"290",47.4281,-122.343,,0.24414954631163,"207",7.54139352706196
"291",47.7128,-122.223,,0.136055290365474,"2055",1.44272828610973
"292",47.3341,-122.255,,0.85238875724637,"1063",4.93424122388851
"293",47.5399,-122.181,,0.203045213456848,"1214",1.79107456761607
"294",47.5717,-122.375,,0.606014375215513,"207",2.96706052189114
"295",47.5951,-122.017,,0.732630698057372,"1364",6.05167736118076
"296",47.3536,-122.144,,0.378424288002009,"1064",2.55901425722773
"297",47.5084,-122.154,,0.506466271069319,"1214",4.26002601503913
"298",47.5586,-122.311,,0.444274182919488,"692",0.685584748760937
"299",47.4427,-122.274,,0.188920341772482,"1063",6.06958080067786
"300",47.6053,-122.077,,1.18325835767453,"1364",3.87796300963371
"301",47.3494,-122.301,,0.01329552757236,"1063",6.19726896911095
"302",47.6933,-122.393,,0.133983833888746,"883",6.29804792626851
"303",47.3537,-122,,0.302980559339089,"1064",8.46753576937088
"304",47.476,-122.337,,0.238922739948257,"692",5.2740013830378
"305",47.6239,-122.298,,0.13322400907382,"813",0.301871907402164
"306",47.7776,-122.384,,0.387162420958862,"2056",6.78390471465524
"307",47.6459,-122.058,,0.0695904748681439,"1364",2.47314572284045
"308",47.6692,-122.297,,0.322810799315407,"814",2.33070810205776
"309",47.5376,-122.18,,0.0486470796032329,"1214",1.95642716187333
"310",47.601,-122.294,,0.13244701565714,"813",1.86824744150793
"311",47.529,-121.837,,0.616976563928398,"1920",1.33802778207315
"312",47.6345,-122.367,,0.322874214570415,"883",2.54116156485991
"313",47.5503,-122.102,,0.0544000307027809,"1214",4.22084024118809
"314",47.5503,-122.102,,0.0544000307027809,"1214",4.22084024118809
"315",47.4441,-122.125,,0.230867010847863,"1064",4.75085307015449
"316",47.7357,-122.333,,0.289887576268163,"2056",3.61638373377489
"317",47.346,-122.157,,0.619961394938329,"1064",2.76673132150639
"318",47.6638,-122.345,,0.347400255374504,"883",3.45058416640331
"319",47.48,-122.336,,0.506925660312493,"692",4.99384913714859
"320",47.6759,-122.151,,0.0845572811737399,"1363",1.89595966419584
"321",47.5162,-122.057,,0.207301847741793,"1214",7.06330450560823
"322",47.2639,-122.252,,0.208850787320654,"1063",8.9340032656417
"323",47.2929,-122.371,,0.405346098035439,"1063",10.9765020286528
"324",47.4957,-122.352,,0.0985903576627219,"207",3.20164161764783
"325",47.4957,-122.352,,0.0985903576627219,"207",3.20164161764783
"326",47.7721,-122.093,,1.0022351593243,"1364",7.96172751802028
"327",47.644,-122.319,,0.0682480337962201,"814",1.25184150476403
"328",47.472,-122.344,,0.181523731903797,"207",4.75840843255355
"329",47.592,-122.166,,0.309952695594133,"1182",0.944723822504176
"330",47.669,-122.275,,0.0323217929682486,"814",2.5026296198737
"331",47.42,-122.323,,0.380830503236462,"692",9.09221691987837
"332",47.1913,-122.012,,0.238257305649405,"1064",15.3650114435762
"333",47.6666,-122.331,,0.0969840221471845,"814",2.71907389246077
"334",47.5639,-122.217,,0.0976228407126852,"1171",1.356027475096
"335",47.3483,-122.052,,0.901388886435375,"1064",6.27204593081801
"336",47.7648,-122.164,,0.56374891191756,"2055",4.59865534707923
"337",47.6794,-122.357,,0.454763462521144,"883",4.65851271239137
"338",47.7535,-122.354,,0.319059646994961,"2056",4.83370051097295
"339",47.4945,-122.22,,0.554694662282344,"703",4.42791465418491
"340",47.6945,-122.093,,0.233407876322846,"1364",2.66516546796163
"341",47.5222,-122.157,,0.105025657640735,"1214",3.33626001438249
"342",47.7222,-122.32,,0.168235287718103,"2056",3.06058344473097
"343",47.3796,-122.49,,0.598269099696652,"207",11.3598415715822
"344",47.5374,-121.875,,0.0730171105430254,"1844",0.939409850339539
"345",47.4897,-122.24,,0.372978303092121,"703",4.53361038013247
"346",47.4897,-122.24,,0.372978303092121,"703",4.53361038013247
"347",47.4716,-122.078,,0.447765449816826,"1064",7.55212615572944
"348",47.3581,-122.173,,0.189587802981596,"1063",1.75720098903406
"349",47.7713,-122.307,,0.149463257418367,"2056",3.66080443941354
"350",47.675,-121.854,,0.290307498537885,"1844",10.0394875752258
"351",47.5603,-122.222,,0.263149231103105,"1171",1.55294543165637
"352",47.4147,-122.337,,0.194093303920935,"207",8.50822403128595
"353",47.68,-122.353,,0.283580592383714,"883",4.62983574585976
"354",47.3117,-122.27,,0.858394785148732,"1063",6.54168951252533
"355",47.543,-122.28,,0.373671162235349,"703",1.54354309787771
"356",47.3607,-122.034,,0.24550514411599,"1064",6.80164101285457
"357",47.5759,-122.137,,0.56631587685299,"1183",2.45082345429284
"358",47.6891,-122.159,,0.581873152798957,"1363",2.80838732251056
"359",47.565,-122.381,,0.167001894312519,"207",2.43992659412237
"360",47.6359,-121.974,,0.989557498915981,"1364",6.43816266648214
"361",47.4769,-122.141,,0.303291671032542,"1064",6.59713790935051
"362",47.3845,-122.029,,0.431173954393358,"1064",6.83834429940364
"363",47.6743,-122.184,,0.264813511291396,"1363",3.1855035071026
"364",47.5651,-122.164,,0.391926875690773,"1214",1.1942867643072
"365",47.4853,-121.709,,1.4697019448537,"1986",3.62985506051209
"366",47.4508,-122.359,,0.676472262728993,"207",5.81694753385527
"367",47.6375,-122.016,,0.473761336733381,"1364",4.51741644630096
"368",47.5944,-122.042,,0.497235239715224,"1364",5.33444483959976
"369",47.4888,-122.182,,0.218350479118182,"1214",5.28796656230253
"370",47.5112,-122.19,,0.18749138188307,"1214",3.72874985980866
"371",47.7711,-122.341,,0.16670868654309,"2056",4.83811161803656
"372",47.7711,-122.341,,0.16670868654309,"2056",4.83811161803656
"373",47.2813,-122.345,,0.526300094481355,"1063",10.5157981672281
"374",47.5038,-122.189,,0.363783406532344,"1214",4.23998915952644
"375",47.5823,-121.97,,0.334385905719595,"1844",6.35764667720429
"376",47.7164,-122.304,,0.249303292395099,"2056",2.4718434995261
"377",47.3624,-122.045,,0.480798948502664,"1064",6.27221560995689
"378",47.6831,-122.329,,0.205965995163446,"814",3.64569171251063
"379",47.592,-122.307,,0.0340978245440452,"883",1.81867263584315
"380",47.7461,-122.195,,0.165745261674386,"2055",2.68884186175109
"381",47.7268,-122.06,,0.466036978797395,"1364",5.301086249696
"382",47.7237,-121.959,,0.185239364578079,"1364",8.33542134194504
"383",47.6283,-122.095,,0.263526910280933,"1364",2.09739563286803
"384",47.5543,-122.148,,0.176357434200326,"1214",2.08277079038079
"385",47.5483,-122.226,,0.20751075264381,"703",1.2965132679893
"386",47.7591,-122.146,,0.0408522279333865,"1363",7.08295855357416
"387",47.4612,-122.169,,0.405418374370051,"1064",5.32684819286051
"388",47.4987,-122.365,,0.177350238478371,"207",2.67222619004571
"389",47.772,-122.358,,0.393884471176918,"2056",5.53869794334212
"390",47.5287,-122.35,,0.101903889323815,"692",2.07225303535616
"391",47.6109,-122.114,,0.600525125078003,"1364",3.2180791498009
"392",47.7736,-121.901,,2.5801542160461,"1364",12.5649827198019
"393",47.6294,-122.218,,0.299656116066076,"903",1.37924756567529
"394",47.5634,-122.213,,0.231043810543673,"1171",1.45421847185527
"395",47.7405,-122.241,,0.48611513063029,"2055",0.942396174278417
"396",47.5976,-122.118,,0.194185992581766,"1364",4.15079557834325
"397",47.5722,-122.129,,0.582623626669069,"1183",2.89125035306195
"398",47.5644,-122.289,,0.221254494197303,"692",1.75413712219435
"399",47.4556,-122.157,,0.655851314902043,"1064",5.00284649639549
"400",47.6055,-122.305,,0.0954477102938587,"883",1.03372254006649
"401",47.1775,-122.022,,0.234941772093585,"1064",15.9825358498098
"402",47.6879,-122.385,,0.274699511541087,"883",5.78251279571191
"403",47.4807,-121.779,,0.291662402525563,"1986",3.46854982207752
"404",47.3845,-122.032,,0.47347819931566,"1064",6.69758793986605
"405",47.5815,-122.402,,0.320314075279158,"207",3.48785222843658
"406",47.6609,-122.344,,0.346698684731172,"883",3.24668345963175
"407",47.3163,-122.188,,0.414045934925927,"1063",4.64476621782227
"408",47.4309,-122.191,,0.7707839465737,"1063",3.34267004868278
"409",47.401,-122.026,,0.420553885314663,"1064",7.0739360233947
"410",47.404,-122.191,,0.484297880983518,"1063",1.54575240979331
"411",47.3889,-122.482,,0.701714224946556,"207",10.6225989355279
"412",47.7718,-122.095,,0.961814411417269,"1364",7.93329843658408
"413",47.7067,-122.2,,0.111323465462243,"2055",2.54743664073697
