price,bedrooms,bathrooms,sqft_living,sqft_lot,condition,grade,new_waterfront,district_grade_num,median_household_income,income_per_capita,median_rent,health_disparity_index,museum_zipcode,stadium_zipcode,golf_zipcode,near_park,age_at_sale,recently_renovated,has_basement,multi_story
329000.0,3,2,2450,6500,4,8,0.0,8,96917.0,30170.0,1575.0,9.0,0.0,0.0,0.0,1.0,29,0,0,1.0
233000.0,3,2,1710,4697,5,6,0.0,8,63516.0,27629.0,958.0,9.0,1.0,0.0,0.0,0.0,73,0,0,1.0
937000.0,3,2,2450,2691,3,8,0.0,10,116111.0,73490.0,1834.0,6.0,0.0,0.0,1.0,1.0,99,0,1,1.0
667000.0,3,1,1400,1581,5,8,0.0,10,68838.0,59770.0,1427.0,3.0,1.0,0.0,1.0,1.0,105,0,0,1.0
438000.0,3,2,1520,6380,3,7,0.0,10,106458.0,57042.0,1465.0,4.0,0.0,0.0,1.0,1.0,66,0,1,0.0
719000.0,4,2,2570,7173,3,8,0.0,12,210341.0,81398.0,1636.0,2.0,1.0,0.0,1.0,1.0,10,0,0,1.0
580500.0,3,2,2320,3980,3,8,0.0,12,151820.0,74920.0,1910.0,3.0,0.0,0.0,0.0,1.0,11,0,0,1.0
280000.0,2,2,1190,1265,3,7,1.0,10,32262.0,35655.0,985.0,7.0,1.0,0.0,0.0,1.0,9,0,0,1.0
687500.0,4,2,2330,5000,4,7,0.0,10,103470.0,51087.0,1796.0,3.0,1.0,0.0,0.0,1.0,85,0,1,1.0
535000.0,3,1,1090,3000,4,8,0.0,10,103470.0,51087.0,1796.0,3.0,1.0,0.0,0.0,1.0,85,0,0,1.0
322500.0,4,3,2060,6659,3,7,0.0,8,102566.0,36057.0,1655.0,7.0,0.0,0.0,1.0,1.0,33,0,1,0.0
696000.0,3,2,2300,3060,3,8,1.0,10,115000.0,54079.0,1574.0,4.0,0.0,0.0,1.0,1.0,84,0,1,1.0
550000.0,4,1,1660,34848,1,5,0.0,12,128088.0,60855.0,1741.0,5.0,1.0,0.0,1.0,1.0,81,0,1,0.0
640000.0,4,2,2360,6000,4,8,0.0,10,106172.0,59612.0,1423.0,3.0,0.0,0.0,0.0,1.0,110,0,0,1.0
240000.0,4,1,1220,8075,2,7,0.0,6,83264.0,30959.0,1424.0,8.0,0.0,1.0,0.0,0.0,46,0,1,0.0
605000.0,4,2,2620,7553,3,8,0.0,7,122647.0,63752.0,1733.0,7.0,0.0,0.0,0.0,1.0,18,0,0,1.0
775000.0,4,2,4220,24186,3,8,0.0,6,84964.0,51570.0,1225.0,4.0,0.0,0.0,0.0,1.0,30,0,1,0.0
861990.0,5,3,3595,5639,3,9,0.0,12,146596.0,66063.0,1840.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0
685000.0,3,1,1570,2280,3,7,0.0,10,109567.0,56952.0,1635.0,4.0,0.0,0.0,1.0,1.0,92,0,0,1.0
309000.0,3,1,1280,9656,4,6,0.0,7,67985.0,28947.0,1255.0,8.0,0.0,0.0,1.0,0.0,55,0,1,0.0
488000.0,3,2,3160,13603,3,8,0.0,9,119813.0,51838.0,1504.0,1.0,0.0,0.0,0.0,0.0,11,0,0,1.0
210490.0,3,1,990,8528,3,6,0.0,6,83442.0,30088.0,1243.0,7.0,0.0,0.0,1.0,0.0,49,0,0,0.0
785000.0,4,2,2290,13416,4,9,0.0,12,102580.0,51220.0,1639.0,4.0,0.0,0.0,0.0,1.0,33,0,0,1.0
450000.0,3,2,1250,5963,4,7,0.0,10,113472.0,52796.0,1655.0,3.0,0.0,0.0,1.0,1.0,62,0,0,0.0
228000.0,3,1,1190,9199,3,7,0.0,6,85598.0,36227.0,1169.0,6.0,0.0,0.0,0.0,0.0,59,0,0,0.0
345000.0,5,2,3150,9134,4,8,0.0,7,59952.0,31355.0,1168.0,9.0,0.0,0.0,0.0,0.0,49,0,1,0.0
600000.0,3,2,1410,4080,4,7,0.0,10,123698.0,66859.0,1661.0,1.0,1.0,0.0,0.0,1.0,64,0,1,0.0
585000.0,2,2,1980,8550,3,7,0.0,10,92059.0,49580.0,1236.0,3.0,1.0,0.0,0.0,1.0,34,0,1,0.0
920000.0,5,2,2730,6000,3,8,0.0,10,175735.0,93136.0,1591.0,1.0,0.0,0.0,0.0,1.0,88,0,1,1.0
885000.0,4,2,2830,5000,3,9,0.0,10,175735.0,93136.0,1591.0,1.0,0.0,0.0,0.0,1.0,19,0,0,1.0
292500.0,4,2,2250,4495,3,7,0.0,8,88791.0,36621.0,1470.0,9.0,0.0,1.0,1.0,1.0,6,0,0,1.0
301000.0,3,2,2420,4750,3,8,0.0,8,88791.0,36621.0,1470.0,9.0,0.0,1.0,1.0,1.0,12,0,0,1.0
951000.0,5,3,3250,14342,4,8,0.0,12,117917.0,66589.0,1784.0,4.0,0.0,0.0,1.0,0.0,46,0,0,1.0
430000.0,4,3,1850,9976,3,8,0.0,7,87448.0,39088.0,1298.0,7.0,0.0,0.0,1.0,1.0,24,0,0,1.0
650000.0,3,2,2150,21235,4,8,0.0,6,84964.0,51570.0,1225.0,4.0,0.0,0.0,0.0,1.0,55,0,1,0.0
289000.0,3,2,1260,8400,3,7,0.0,6,69036.0,32155.0,1165.0,9.0,0.0,0.0,0.0,1.0,60,0,0,0.0
505000.0,3,2,2519,8690,5,8,0.0,6,84964.0,51570.0,1225.0,4.0,0.0,0.0,0.0,1.0,41,0,0,1.0
549000.0,3,2,1540,1044,3,8,0.0,10,82268.0,54967.0,1599.0,5.0,0.0,0.0,1.0,1.0,0,0,0,1.0
425000.0,3,2,1660,6000,3,7,0.0,10,120608.0,58294.0,1394.0,6.0,0.0,1.0,0.0,1.0,35,0,1,0.0
317625.0,3,3,2770,3809,5,7,0.0,10,74953.0,37355.0,1236.0,8.0,1.0,0.0,0.0,1.0,89,0,1,1.0
975000.0,4,2,2720,11049,3,10,0.0,12,163864.0,84148.0,1415.0,6.0,1.0,1.0,0.0,1.0,25,0,0,1.0
287000.0,4,2,2240,4648,3,7,0.0,6,90133.0,35547.0,1564.0,8.0,0.0,1.0,0.0,0.0,9,0,0,1.0
204000.0,3,1,1000,12070,4,7,0.0,8,88791.0,36621.0,1470.0,9.0,0.0,1.0,1.0,1.0,46,0,0,0.0
325000.0,3,2,1260,5612,4,7,0.0,11,92333.0,43235.0,1422.0,5.0,0.0,0.0,0.0,1.0,43,0,0,0.0
571000.0,4,2,2750,7807,5,7,0.0,10,105286.0,54582.0,1643.0,1.0,0.0,0.0,1.0,1.0,98,0,1,1.0
360000.0,4,2,2380,5000,3,8,0.0,11,118548.0,41603.0,1769.0,3.0,0.0,0.0,1.0,0.0,9,0,0,1.0
349000.0,3,2,1790,50529,5,7,0.0,8,95408.0,41073.0,1666.0,7.0,0.0,1.0,1.0,0.0,50,0,1,0.0
832500.0,4,4,3430,35102,4,10,0.0,12,176389.0,71139.0,2037.0,1.0,0.0,0.0,0.0,1.0,28,0,1,1.0
380000.0,4,2,1760,7300,3,7,0.0,12,98805.0,42446.0,1745.0,4.0,0.0,0.0,1.0,1.0,58,0,1,0.0
480000.0,3,1,1040,5060,3,7,0.0,10,120189.0,59487.0,1540.0,3.0,0.0,0.0,0.0,1.0,74,0,0,0.0
410000.0,3,1,1410,5060,4,7,0.0,10,63705.0,36189.0,1256.0,6.0,1.0,0.0,0.0,1.0,58,0,1,0.0
720000.0,4,2,3450,39683,3,10,0.0,11,104883.0,46681.0,1698.0,4.0,0.0,0.0,0.0,0.0,13,0,0,1.0
390000.0,3,2,2350,5100,3,8,0.0,11,110139.0,40012.0,1051.0,3.0,0.0,0.0,1.0,0.0,11,0,0,1.0
360000.0,4,2,1900,5889,3,7,0.0,11,97041.0,34530.0,1752.0,4.0,0.0,0.0,1.0,0.0,22,0,0,1.0
355000.0,2,1,2020,6720,3,7,0.0,10,78407.0,32644.0,1298.0,9.0,0.0,0.0,0.0,1.0,66,0,1,0.0
356000.0,3,2,1680,8712,3,8,0.0,7,113682.0,43454.0,1137.0,6.0,0.0,0.0,1.0,1.0,51,0,0,0.0
315000.0,3,1,960,6634,3,6,0.0,10,69790.0,37334.0,1341.0,7.0,0.0,0.0,1.0,1.0,62,0,0,0.0
940000.0,3,2,2140,3600,3,9,0.0,10,127702.0,78051.0,1716.0,4.0,0.0,0.0,1.0,1.0,89,0,1,1.0
305000.0,5,2,2660,8400,5,7,0.0,8,64802.0,27988.0,989.0,9.0,0.0,1.0,1.0,0.0,53,0,0,1.0
461000.0,3,3,2770,6278,3,9,0.0,7,81216.0,48316.0,1556.0,9.0,0.0,0.0,0.0,1.0,8,0,1,1.0
215000.0,2,2,1610,2040,4,7,0.0,7,97250.0,47084.0,1411.0,8.0,0.0,0.0,0.0,1.0,35,0,0,1.0
335000.0,2,2,1030,1066,3,7,0.0,10,107201.0,64829.0,1401.0,6.0,0.0,0.0,0.0,1.0,8,0,1,1.0
243500.0,4,2,1980,7403,3,7,0.0,6,63897.0,28972.0,1289.0,8.0,0.0,0.0,1.0,0.0,26,0,0,1.0
1100000.0,5,3,3520,6353,4,10,1.0,10,84583.0,53439.0,1559.0,4.0,1.0,0.0,0.0,1.0,14,0,0,1.0
153000.0,3,1,1200,10500,3,7,0.0,6,66250.0,29863.0,1127.0,8.0,0.0,0.0,1.0,0.0,53,0,0,0.0
430000.0,3,2,1580,5000,3,8,0.0,10,123698.0,66859.0,1661.0,1.0,1.0,0.0,0.0,1.0,75,0,1,0.0
700000.0,3,2,1580,5000,3,8,0.0,10,123698.0,66859.0,1661.0,1.0,1.0,0.0,0.0,1.0,75,0,1,0.0
905000.0,4,2,3300,10250,3,7,0.0,12,111950.0,74861.0,1915.0,5.0,0.0,0.0,0.0,1.0,68,0,1,0.0
247500.0,3,2,1960,15681,3,7,0.0,6,68762.0,33786.0,1180.0,9.0,0.0,1.0,1.0,0.0,48,0,0,0.0
199000.0,4,2,1160,6400,4,7,0.0,6,89736.0,36224.0,1026.0,6.0,0.0,0.0,1.0,0.0,39,0,0,0.0
314000.0,3,2,1810,41800,5,7,0.0,11,110063.0,48489.0,1396.0,4.0,0.0,0.0,1.0,0.0,34,0,1,0.0
437500.0,3,2,2320,36847,3,9,0.0,10,92377.0,52378.0,850.0,1.0,1.0,0.0,1.0,1.0,22,0,0,1.0
850830.0,3,2,2070,13241,5,9,1.0,10,109055.0,84696.0,1442.0,5.0,0.0,0.0,0.0,1.0,104,0,1,1.0
555000.0,3,2,1980,3478,4,7,0.0,10,113188.0,60879.0,1575.0,2.0,1.0,0.0,0.0,1.0,85,0,1,1.0
699950.0,3,2,2190,107593,4,8,0.0,11,127434.0,64988.0,1700.0,1.0,0.0,0.0,1.0,0.0,31,0,0,1.0
1090000.0,3,2,2920,8113,3,8,1.0,12,163864.0,84148.0,1415.0,6.0,1.0,1.0,0.0,1.0,64,1,0,1.0
290000.0,3,1,1210,33919,3,7,0.0,7,92531.0,46694.0,1397.0,8.0,0.0,0.0,1.0,1.0,60,0,0,0.0
375000.0,3,2,2340,10005,4,8,0.0,8,76978.0,38732.0,1387.0,7.0,0.0,0.0,1.0,0.0,37,0,1,0.0
460000.0,3,1,1670,4005,4,7,0.0,10,103470.0,51087.0,1796.0,3.0,1.0,0.0,0.0,1.0,75,0,1,1.0
188500.0,2,2,1240,2493,4,8,1.0,6,72835.0,41482.0,1385.0,7.0,0.0,0.0,0.0,0.0,29,0,0,0.0
680000.0,4,2,3140,28037,4,10,0.0,12,165000.0,78461.0,2250.0,1.0,0.0,0.0,1.0,0.0,24,0,0,1.0
470000.0,5,2,2030,12342,4,7,0.0,12,163032.0,67983.0,1720.0,1.0,1.0,0.0,1.0,1.0,72,0,0,1.0
597750.0,4,2,2310,9624,3,8,0.0,12,79073.0,39577.0,1405.0,6.0,0.0,0.0,0.0,1.0,30,0,0,1.0
570000.0,3,2,1260,3328,5,6,0.0,10,124107.0,62650.0,1404.0,4.0,0.0,1.0,0.0,1.0,110,0,1,0.0
272500.0,3,2,1540,12600,4,7,0.0,11,118548.0,41603.0,1769.0,3.0,0.0,0.0,1.0,0.0,34,0,0,0.0
329950.0,3,2,2080,5969,3,7,0.0,10,78407.0,32644.0,1298.0,9.0,1.0,0.0,1.0,1.0,43,0,1,0.0
480000.0,4,2,3230,16171,3,9,0.0,8,92632.0,39057.0,1400.0,8.0,0.0,1.0,0.0,0.0,13,0,1,1.0
518500.0,3,4,1590,1102,3,8,1.0,10,124107.0,62650.0,1404.0,4.0,0.0,1.0,0.0,1.0,4,0,0,1.0
205425.0,2,1,880,6780,4,6,0.0,10,93862.0,36991.0,1032.0,8.0,0.0,0.0,0.0,1.0,69,0,0,0.0
171800.0,4,2,1570,9600,3,6,0.0,6,43646.0,22119.0,926.0,10.0,0.0,0.0,1.0,1.0,65,0,0,0.0
535000.0,4,1,1610,2982,4,7,0.0,10,95075.0,62659.0,921.0,8.0,1.0,0.0,0.0,1.0,90,0,0,1.0
660000.0,3,2,2400,6474,3,8,0.0,11,115058.0,61307.0,1268.0,2.0,0.0,0.0,1.0,0.0,51,0,1,0.0
391500.0,3,2,1450,9132,3,7,1.0,12,100069.0,45935.0,1380.0,2.0,0.0,0.0,0.0,1.0,27,0,0,0.0
395000.0,2,1,770,6000,3,6,0.0,10,79375.0,43788.0,1427.0,5.0,1.0,0.0,0.0,1.0,62,0,0,0.0
445000.0,4,2,2100,4400,5,7,0.0,10,58827.0,26777.0,978.0,8.0,0.0,0.0,0.0,1.0,90,0,1,1.0
770000.0,3,2,2910,10204,3,9,0.0,12,106197.0,50201.0,1675.0,4.0,1.0,0.0,1.0,1.0,24,0,0,1.0
445000.0,3,2,2100,8201,3,8,0.0,7,93571.0,44946.0,1451.0,7.0,0.0,0.0,0.0,1.0,47,0,1,0.0
260000.0,4,2,2160,8811,3,8,0.0,6,89736.0,36224.0,1026.0,6.0,0.0,0.0,1.0,0.0,36,0,1,0.0
822500.0,5,4,2320,4960,5,7,0.0,10,91806.0,54715.0,1366.0,4.0,0.0,1.0,0.0,1.0,88,0,1,1.0
430000.0,4,2,2070,4310,3,7,0.0,10,150943.0,54888.0,1960.0,2.0,0.0,0.0,1.0,1.0,11,0,0,1.0
212000.0,3,2,1060,7875,4,7,0.0,8,96667.0,41183.0,798.0,4.0,0.0,1.0,1.0,0.0,29,0,0,0.0
660500.0,4,2,2010,9603,3,8,0.0,12,79073.0,39577.0,1405.0,6.0,0.0,0.0,0.0,1.0,29,0,1,0.0
784000.0,3,4,3950,111078,3,9,1.0,12,108080.0,70799.0,2057.0,1.0,1.0,0.0,1.0,1.0,25,0,1,1.0
453246.0,3,2,2010,2287,3,8,0.0,12,124252.0,54271.0,1989.0,2.0,0.0,0.0,0.0,1.0,0,0,1,1.0
675000.0,4,4,2140,2278,3,9,0.0,10,113188.0,60879.0,1575.0,2.0,0.0,0.0,0.0,1.0,10,0,0,1.0
199000.0,3,2,1320,17390,4,7,0.0,6,46488.0,26026.0,932.0,10.0,0.0,1.0,0.0,0.0,58,0,0,0.0
220000.0,4,2,2020,7840,3,7,0.0,6,62036.0,23399.0,1095.0,10.0,0.0,1.0,0.0,0.0,46,0,1,0.0
452000.0,4,2,2590,10002,4,8,0.0,11,125339.0,51032.0,1507.0,2.0,0.0,0.0,1.0,1.0,46,0,1,0.0
382500.0,2,1,1190,4440,3,6,0.0,10,105286.0,54582.0,1643.0,1.0,0.0,0.0,1.0,1.0,33,0,0,0.0
519950.0,3,2,1170,1249,3,8,0.0,10,91288.0,76914.0,1607.0,4.0,0.0,0.0,0.0,1.0,0,0,0,1.0
665000.0,2,1,1110,3200,3,7,0.0,10,116111.0,73490.0,1834.0,6.0,0.0,0.0,1.0,1.0,89,0,0,0.0
527700.0,5,2,2820,9375,4,8,0.0,12,158909.0,62069.0,2123.0,5.0,0.0,0.0,0.0,1.0,46,0,1,0.0
205000.0,3,1,1610,8579,4,7,0.0,7,82222.0,29355.0,1309.0,8.0,0.0,0.0,1.0,0.0,53,0,1,0.0
420000.0,3,1,1060,8097,4,7,0.0,10,73792.0,47620.0,1177.0,5.0,1.0,0.0,0.0,1.0,92,0,1,0.0
500000.0,4,2,2030,8517,4,8,0.0,12,122063.0,52339.0,1684.0,4.0,0.0,0.0,0.0,1.0,54,0,1,0.0
921500.0,4,2,3670,315374,4,9,0.0,11,133603.0,61139.0,1381.0,1.0,0.0,0.0,1.0,0.0,20,0,0,1.0
890000.0,4,1,2550,4000,3,8,0.0,10,116111.0,73490.0,1834.0,6.0,1.0,1.0,0.0,1.0,109,0,1,1.0
430000.0,2,2,2420,60984,3,7,0.0,12,113651.0,46974.0,1319.0,3.0,0.0,0.0,0.0,1.0,7,0,0,1.0
258000.0,5,2,2260,12500,4,8,0.0,6,92782.0,32253.0,1313.0,10.0,0.0,1.0,1.0,0.0,54,0,1,0.0
511000.0,3,1,1430,3455,3,7,1.0,10,128292.0,64996.0,2175.0,4.0,0.0,1.0,0.0,1.0,67,0,1,0.0
532170.0,3,2,1360,3090,3,8,0.0,10,124107.0,62650.0,1404.0,4.0,0.0,1.0,0.0,1.0,24,0,0,1.0
560000.0,3,1,1110,5000,3,7,1.0,10,116279.0,64481.0,1716.0,2.0,0.0,0.0,0.0,1.0,68,0,0,1.0
282950.0,3,1,1250,8200,4,7,0.0,6,46488.0,26026.0,932.0,10.0,0.0,1.0,0.0,0.0,61,0,0,0.0
350000.0,1,1,700,5100,3,7,0.0,10,124792.0,63627.0,1385.0,1.0,0.0,0.0,1.0,1.0,72,0,0,0.0
215000.0,3,1,1180,7669,4,7,0.0,7,67985.0,28947.0,1255.0,8.0,0.0,0.0,1.0,0.0,47,0,0,0.0
650000.0,5,4,3960,25245,3,9,1.0,7,122063.0,52339.0,1684.0,4.0,0.0,0.0,0.0,1.0,18,0,1,1.0
320000.0,4,3,2640,7500,3,8,0.0,6,83442.0,30088.0,1243.0,7.0,0.0,0.0,1.0,0.0,47,0,1,0.0
247000.0,3,2,1270,7198,3,7,0.0,8,59833.0,33456.0,1052.0,5.0,0.0,0.0,1.0,0.0,98,1,0,1.0
320000.0,4,2,1760,11180,4,8,0.0,12,115493.0,50386.0,1778.0,5.0,0.0,0.0,1.0,1.0,46,0,0,0.0
255000.0,5,2,2060,8632,3,7,0.0,6,60989.0,26029.0,970.0,8.0,0.0,0.0,0.0,1.0,52,0,1,0.0
438000.0,3,2,1780,9660,3,7,0.0,12,94390.0,49990.0,1661.0,3.0,0.0,0.0,0.0,1.0,53,0,0,0.0
441000.0,3,3,1910,7280,3,7,0.0,12,100069.0,45935.0,1380.0,2.0,0.0,0.0,0.0,1.0,35,0,1,0.0
420000.0,3,2,2020,38332,4,7,0.0,12,98274.0,39729.0,729.0,3.0,0.0,0.0,0.0,0.0,39,0,1,0.0
370000.0,3,2,1580,7000,3,7,0.0,12,99051.0,47957.0,1458.0,3.0,0.0,0.0,0.0,1.0,38,0,1,0.0
269950.0,2,2,1340,7250,5,5,0.0,6,72513.0,45947.0,1216.0,8.0,0.0,0.0,0.0,0.0,66,0,1,0.0
807100.0,4,2,2680,4499,3,9,0.0,12,158909.0,62069.0,2123.0,5.0,0.0,0.0,0.0,1.0,16,0,0,1.0
653000.0,3,2,2680,9750,4,8,0.0,12,135200.0,66919.0,1754.0,2.0,0.0,0.0,0.0,1.0,35,0,1,0.0
371500.0,3,2,1370,8336,5,7,0.0,11,90806.0,37398.0,1471.0,6.0,1.0,0.0,0.0,1.0,50,0,0,0.0
284000.0,3,2,1560,21000,3,7,0.0,6,60989.0,26029.0,970.0,8.0,0.0,0.0,0.0,1.0,61,0,0,0.0
272000.0,3,2,2160,7140,4,7,0.0,6,83442.0,30088.0,1243.0,7.0,0.0,0.0,1.0,0.0,37,0,1,0.0
313000.0,3,2,1340,7912,3,7,0.0,11,66734.0,35891.0,1350.0,7.0,1.0,0.0,0.0,0.0,59,0,0,1.0
917500.0,4,2,3880,35003,3,10,0.0,12,127708.0,63909.0,1665.0,3.0,1.0,0.0,0.0,1.0,31,0,1,1.0
673000.0,4,2,2590,8190,4,8,0.0,12,170119.0,74882.0,2423.0,4.0,0.0,0.0,0.0,1.0,34,0,0,1.0
425000.0,3,2,1120,1100,3,8,0.0,10,78846.0,62125.0,1420.0,7.0,0.0,1.0,0.0,1.0,7,0,1,1.0
399950.0,5,3,1970,5400,3,7,0.0,10,65255.0,35926.0,1034.0,9.0,1.0,0.0,0.0,1.0,28,0,1,0.0
385000.0,3,1,1220,4800,3,6,0.0,10,83090.0,44355.0,1391.0,6.0,0.0,1.0,0.0,1.0,113,0,0,0.0
269950.0,3,2,1950,7560,4,7,0.0,8,51559.0,30362.0,867.0,2.0,0.0,0.0,1.0,0.0,39,0,1,0.0
330000.0,2,1,1350,8220,3,7,0.0,10,73792.0,47620.0,1177.0,5.0,0.0,0.0,1.0,1.0,66,0,1,0.0
260000.0,3,2,1670,5797,3,7,0.0,8,73610.0,24949.0,1127.0,10.0,0.0,0.0,0.0,1.0,26,0,0,1.0
470000.0,4,3,2380,5125,4,7,0.0,10,99706.0,51003.0,1244.0,5.0,0.0,0.0,1.0,1.0,90,0,1,1.0
589000.0,4,3,2440,9600,5,7,0.0,12,90270.0,54418.0,1314.0,3.0,0.0,0.0,0.0,1.0,53,0,0,1.0
163500.0,2,2,1050,3419,3,7,0.0,11,119466.0,43514.0,1548.0,5.0,0.0,0.0,1.0,0.0,18,0,0,1.0
835000.0,4,3,3130,13412,3,9,1.0,12,147525.0,70553.0,2254.0,2.0,1.0,0.0,1.0,1.0,21,0,1,1.0
1100000.0,5,3,4090,12850,4,10,0.0,12,143920.0,69428.0,1744.0,2.0,1.0,0.0,0.0,0.0,28,0,1,0.0
269000.0,4,2,1490,10000,4,8,0.0,6,89736.0,36224.0,1026.0,6.0,0.0,0.0,1.0,0.0,46,0,1,0.0
560000.0,3,2,1900,8744,3,8,0.0,12,170063.0,66934.0,1699.0,1.0,0.0,0.0,1.0,1.0,27,0,0,1.0
615000.0,4,1,1330,2400,4,6,0.0,10,101270.0,68559.0,1635.0,5.0,0.0,1.0,0.0,1.0,114,0,0,1.0
585188.0,3,2,2230,10026,3,8,0.0,12,110625.0,56050.0,1694.0,3.0,1.0,0.0,1.0,1.0,39,0,1,0.0
305000.0,3,2,1650,9480,3,7,0.0,12,111497.0,43947.0,1600.0,4.0,0.0,0.0,0.0,1.0,37,0,1,0.0
166950.0,3,1,1190,8820,3,6,0.0,7,82222.0,29355.0,1309.0,8.0,0.0,0.0,1.0,0.0,55,0,0,0.0
400000.0,3,2,2180,7508,4,7,1.0,11,86750.0,37627.0,1449.0,5.0,1.0,0.0,0.0,1.0,52,0,1,0.0
230000.0,3,1,1060,10228,3,7,0.0,11,113438.0,52771.0,1844.0,4.0,0.0,0.0,0.0,1.0,66,0,0,0.0
256883.0,3,2,1690,5025,3,8,0.0,6,81054.0,32431.0,974.0,8.0,0.0,0.0,1.0,0.0,11,0,0,1.0
423000.0,4,2,1970,6480,5,7,0.0,10,81979.0,32264.0,1367.0,9.0,1.0,0.0,1.0,1.0,94,0,1,1.0
440000.0,3,2,1910,66211,3,7,0.0,12,124252.0,54271.0,1989.0,2.0,0.0,0.0,1.0,1.0,18,0,0,1.0
385000.0,3,2,1350,155073,4,7,0.0,11,110063.0,48489.0,1396.0,4.0,0.0,0.0,1.0,0.0,45,0,0,0.0
210000.0,3,1,860,11725,4,6,0.0,7,97250.0,47084.0,1411.0,8.0,0.0,0.0,0.0,1.0,72,0,0,0.0
297000.0,3,2,1940,14952,3,8,0.0,8,95313.0,48624.0,1434.0,7.0,0.0,1.0,1.0,1.0,20,0,0,1.0
470000.0,3,1,1010,5000,3,7,0.0,10,89375.0,63777.0,1303.0,2.0,0.0,0.0,0.0,1.0,62,0,0,0.0
226500.0,3,2,1300,7370,4,7,0.0,6,83442.0,30088.0,1243.0,7.0,0.0,0.0,1.0,0.0,38,0,1,0.0
274250.0,3,1,910,8450,4,6,0.0,7,113682.0,43454.0,1137.0,6.0,0.0,0.0,1.0,1.0,53,0,0,0.0
677900.0,3,2,2440,4587,3,8,0.0,12,210341.0,81398.0,1636.0,2.0,1.0,0.0,1.0,1.0,4,0,0,1.0
425000.0,3,1,1010,5864,3,7,0.0,10,114212.0,57414.0,1350.0,2.0,0.0,0.0,0.0,1.0,100,0,0,0.0
180250.0,2,1,900,9600,3,6,0.0,6,60482.0,37459.0,907.0,7.0,0.0,0.0,0.0,1.0,73,0,0,0.0
